annotation	Prop._SNPs	top_Enrichment	top_Enrichment_p	top_Enrichment_FDR	NA	gap_gm_Prop._h2	gap_gm_Enrichment	gap_gm_Enrichment_p	gap_gm_Enrichment_FDR	NA.1	gap_wm_Prop._h2	gap_wm_Enrichment	gap_wm_Enrichment_p	gap_wm_Enrichment_FDR	NA.2	gap_gwm_Prop._h2	gap_gwm_Enrichment	gap_gwm_Enrichment_p	gap_gwm_Enrichment_FDR
Transcription Start Site	0.0178069398920579	8.38019417194064	0.0600154422624916	0.132891336438374		0.149225613903521	8.38019417194064	0.0600154422624916	0.132891336438374		0.0603776971962929	3.39068349544	0.406110479703759	0.503576994832662		0.111995636427808	6.28943755112912	0.110020685962052	0.243617233201687
Fetal DNase I hypersensitive sites	0.0836828878411061	3.74202862053036	0.0699024419467944	0.144465046690042		0.313143761350051	3.74202862053036	0.0699024419467944	0.144465046690042		0.247682856955813	2.95977903422864	0.252285194962596	0.372421002087642		0.250187631891571	2.98971078013724	0.198060599323577	0.306993928951545
Digital Genomic Footprint	0.135362603144791	3.19966255746521	0.0777344764138489	0.150610548051832		0.433114652963411	3.19966255746521	0.0777344764138489	0.150610548051832		0.27707934299227	2.04694159653454	0.456520699820463	0.544313142093629		0.362578008879197	2.67856852967997	0.192632074569581	0.306993928951545
Coding	0.0142591398753162	7.41695526208263	0.0895007311516409	0.159726816386429		0.105759402530999	7.41695526208263	0.0895007311516409	0.159726816386429		0.103156392836094	7.23440500185197	0.0949759733937392	0.210303941086137		0.103257163413289	7.2414720885119	0.093290485358547	0.227766047195627
3'-UTR	0.0111681302243406	5.89265542159292	0.0927446030630877	0.159726816386429		0.0658099431155164	5.89265542159292	0.0927446030630877	0.159726816386429		0.0657894375820312	5.89081934580643	0.113774385363138	0.235133729750485		0.0626892492859323	5.61322692578414	0.0955147939852628	0.227766047195627
H3K4me3	0.13288674232645	2.27141956453577	0.107368876457139	0.175180798430069		0.301841546387723	2.27141956453577	0.107368876457139	0.175180798430069		0.212453000868558	1.59875241991142	0.394392719085192	0.503576994832662		0.224638407081768	1.69045010171083	0.328908471668938	0.407846504869483
Intron	0.387451332870001	1.24146329942686	0.0684018966710527	0.192768981527512		0.420304117696118	1.08479202944732	0.53003485758343	0.657243223403453		0.481006610072127	1.24146329942686	0.0684018966710527	0.192768981527512		0.4606975520216	1.18904624384445	0.149154806381304	0.271988176342378
Conserved (GERP RS >= 4)	0.0081499252074974	12.1404710664768	0.0886987426867345	0.210303941086137		0.0516015156847317	6.3315324215812	0.315735119132505	0.444899486050348		0.098943931175572	12.1404710664768	0.0886987426867345	0.210303941086137		0.0813443142596248	9.98098905064715	0.139499561369474	0.270280400153356
Non-synonymous	0.00271541155000227	13.5321626933596	0.150318631453764	0.291242348441668		0.0108257869383411	3.98679417060448	0.722737751105323	0.80017393872375		0.0367453908740585	13.5321626933596	0.150318631453764	0.291242348441668		0.0240503899778997	8.85699627295154	0.310358071907648	0.400879176214046
Promoter Flanking	0.00827691393569606	0.395413425793847	0.183738887831061	0.335053266044876		-0.0443123834089527	-5.3537325328279	0.243678958217103	0.377702385236509		-0.0494528935903695	-5.97479857523862	0.183738887831061	0.335053266044876		-0.0401901796486807	-4.85569621249189	0.267860707795832	0.395413425793847
FANTOM5 Enhancer	0.00431375844865067	11.3860438389737	0.197303486814342	0.339800449513589		0.0109429355861601	2.53675204961533	0.838480180947694	0.838480180947694		0.0491166428070796	11.3860438389737	0.197303486814342	0.339800449513589		0.0270294818417094	6.26587746241658	0.471944566141603	0.527749593289498
Enhancer	0.0419232233194921	2.87098408310602	0.23911891713299	0.370634321556135		0.0734723047047505	1.7525442675251	0.651553184922863	0.748079582689213		0.120360906862761	2.87098408310602	0.23911891713299	0.370634321556135		0.0967973738517389	2.30892012081364	0.363528040892581	0.43343727952577
CCCTC Binding Factor	0.0238146642288857	0.549887925305	0.290791464178088	0.400879176214046		-0.0384223296661535	-1.61338951903213	0.315326123031146	0.444899486050348		-0.0225338955037984	-0.946219324665776	0.493998845399147	0.549887925305		-0.0442653977646052	-1.85874540741641	0.290791464178088	0.400879176214046
Promoter	0.0463352847994828	2.5533191426159	0.30655490740314	0.400879176214046		0.0845614973493288	1.82499142317288	0.559142845443635	0.666670315721257		0.118308769657079	2.5533191426159	0.308369914337738	0.43452124293045		0.113707788790294	2.45402157950183	0.30655490740314	0.400879176214046
Synonymous	0.00312003085306062	12.6821495316628	0.332578139866135	0.448257492863051		0.0395686978219164	12.6821495316628	0.332578139866135	0.448257492863051		0.00204802755849804	0.65641259812832	0.977889583875892	0.977889583875892		0.0311788864578907	9.99313401894905	0.476677052003417	0.527749593289498
Repressed	0.460018093796861	0.93279591015898	0.393718837341569	0.503576994832662		0.429102996492842	0.93279591015898	0.794563048201279	0.838480180947694		0.342553101134535	0.744651364269605	0.393718837341569	0.503576994832662		0.403807405191537	0.877807657213271	0.643487352310025	0.687865790400372
Transcribed	0.345192604324092	1.03763439665763	0.503204205699148	0.649972099028067		0.274905254871524	0.796382226698644	0.503204205699148	0.649972099028067		0.358183719718505	1.03763439665763	0.918000064236893	0.948600066378123		0.321164493632941	0.93039216254879	0.819899561412932	0.847229546793363
5'-UTR	0.00546017980731599	2.38985349340185	0.795507787300461	0.838480180947694		0.011456575661958	2.09820483321951	0.838230823144229	0.838480180947694		0.0130490297871164	2.38985349340185	0.795507787300461	0.850370393321182		0.00866410175886214	1.5867795685507	0.911806955274991	0.911806955274991
