varName	description	ntotal	top_rhoAbs	top_pvalue	top_fdr	NA	gap_gm_beta	gap_gm_se	gap_gm_rho	gap_gm_pvalue	gap_gm_fdr	NA.1	gap_wm_beta	gap_wm_se	gap_wm_rho	gap_wm_pvalue	gap_wm_fdr	NA.2	gap_gwm_beta	gap_gwm_se	gap_gwm_rho	gap_gwm_pvalue	gap_gwm_fdr	NA.3	n	varType	resType	custom_category	Path
20416	Frequency of consuming six or more units of alcohol	11269	0.0779140416697047	1.08137353580178e-16	5.7712905605741e-14		0.0456124874108916	0.00503471455089451	0.0779140416697047	1.08137353580178e-16	5.7712905605741e-14		0.0354812650471507	0.005246709126765	0.0596044559380016	2.32690329703779e-10	8.8509784702652e-08		0.0468525043294255	0.00544544008721015	0.0757001348951126	7.73004201995895e-16	4.12552342605209e-13		11269	CAT-SIN	ORDERED-LOGISTIC	Mental health	Online follow-up > Mental health > Alcohol use
12144	Height	17084	0.0612638807487172	1.03915952430617e-15	5.04181307383821e-13		-0.0172221266369561	0.00214492197016508	-0.0612638807487172	1.03915952430617e-15	5.04181307383821e-13		-0.0145042190333624	0.00217419917675534	-0.0509451789443953	2.60912768226723e-11	1.39249144402602e-08		-0.0179511003561989	0.00225804808065067	-0.0606612245483753	1.97450915306103e-15	9.57995940898792e-13		17084	INTEGER	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures
51	Seated height	17006	0.0597395568204748	6.00040081254654e-15	2.66867826138007e-12		-0.0167114642873393	0.00218113698976949	-0.0586082732658911	1.92348149796335e-14	7.89663134971569e-12		-0.0148210204505777	0.00221186031886976	-0.0512874328462821	2.13232537458641e-11	1.26446894712974e-08		-0.0179404337094685	0.00229696553380869	-0.0597395568204748	6.00040081254654e-15	2.66867826138007e-12		17006	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures
50	Standing height	17073	0.0594416227307274	7.24306642179518e-15	2.97355734562468e-12		-0.0160734654340382	0.00214931706178584	-0.0571004419011854	7.85600740143883e-14	2.32930619452661e-11		-0.0150129872285607	0.00217799803174453	-0.0526501777239342	5.6337008872508e-12	4.2952945193225e-09		-0.0176155371202195	0.00226228004923844	-0.0594416227307274	7.24306642179518e-15	2.97355734562468e-12		17073	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures
4080	Systolic blood pressure, automated reading	16091	0.0600327126458221	2.37586938160008e-14	9.05715349257116e-12		0.0167409915555911	0.00219269215395178	0.0600327126458221	2.37586938160008e-14	9.05715349257116e-12		0.0116647921180882	0.00222218487782833	0.0413333895487664	1.54334797349745e-07	2.65704778534061e-05		0.0161891134401619	0.00230926011960586	0.0551466128328892	2.45946177473249e-12	5.96643067806695e-10		16091	INTEGER	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure
20403	Amount of alcohol drunk on a typical drinking day	11240	0.0715885363872716	2.77119594746237e-14	1.05641948368619e-11		0.0416096741787399	0.00506852637638311	0.0709384564196109	4.73084584808957e-14	1.57803276820338e-11		0.0350893023320524	0.00526751827061	0.0588173795230601	4.21069062330396e-10	1.40452849103583e-07		0.0443538878391387	0.00546767503932382	0.0715885363872716	2.77119594746237e-14	1.05641948368619e-11		11240	CAT-SIN	ORDERED-LOGISTIC	Mental health	Online follow-up > Mental health > Alcohol use
1239	Current tobacco smoking	17083	0.0580437100193358	2.98904802782737e-14	1.06350328830098e-11		0.079479015126087	0.00953423610801205	0.0580437100193358	2.98904802782737e-14	1.06350328830098e-11		0.0602005128160734	0.0100960408379804	0.0430880653969201	1.73440971758053e-08	3.8568936094697e-06		0.0790528089557861	0.0102808932380578	0.0547770963153886	7.50970095212507e-13	2.00396369907458e-10		17083	CAT-SIN	ORDERED-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking
21056	Degree bothered by shortness of breath in the last 3 months	13712	0.063959118973516	6.17484880794075e-14	1.93853929929293e-11		0.042555163694264	0.00508335551428478	0.063959118973516	6.17484880794075e-14	1.93853929929293e-11		0.0255632092533935	0.00531236044659063	0.0379143709860298	8.8887839517591e-06	0.000790657332508972		0.038168232246004	0.00550139936515637	0.0544645911880312	1.69478288806906e-10	3.2303772405802e-08		13712	CAT-SIN	ORDERED-LOGISTIC	Digestive health	Online follow-up > Digestive health
1458	Cereal intake	16321	0.0586010313758438	6.43432826271691e-14	2.28933399587468e-11		-0.0267684826724487	0.00388591774316397	-0.0499501027322995	1.67090849235413e-10	3.07504780127379e-08		-0.029913489049297	0.00401205001940851	-0.0550247075699634	1.92456591083402e-12	2.05428165322423e-09		-0.0331045778420182	0.0041744896381897	-0.0586010313758438	6.43432826271691e-14	2.28933399587468e-11		16321	INTEGER	ORDERED-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet
20003#1140884600	Treatment/medication code: metformin	17084	0.0569916014970259	8.59844311143933e-14	2.41525741503956e-11		0.184011972290232	0.0246684306102434	0.0569916014970259	8.59844311143933e-14	2.41525741503956e-11		0.117259329439251	0.0245912357562029	0.0364624847572398	1.85372972498207e-06	0.000210496926430411		0.167256924353765	0.0254142116727092	0.0502996784498402	4.62895801928822e-11	9.88189957957649e-09		16944/140(17084)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
20408	Frequency of memory loss due to drinking alcohol in last year	6168	0.0938456694885067	1.34358682010094e-13	3.58536142943936e-11		0.0802508184059136	0.00327115555246859	0.0938456694885067	1.34358682010094e-13	3.58536142943936e-11		0.056311319502308	0.00436402809062592	0.0646102191195294	3.69435629620484e-07	5.79905280966036e-05		0.0775229953143201	0.0037773724541756	0.0859146034334256	1.27555046207442e-11	2.86863289352965e-09		6168	CAT-SIN	ORDERED-LOGISTIC	Mental health	Online follow-up > Mental health > Alcohol use
12336	Ventricular rate	14773	0.0604018622743782	1.91744902062523e-13	6.01966201357462e-11		0.0166052903322684	0.00241596167150279	0.0564209547195147	6.50545152079225e-12	1.38878379065873e-09		0.0162133636647879	0.00245373709969313	0.0542509889190417	4.02450416847467e-11	1.95261624974085e-08		0.0187409596794863	0.00254608720490497	0.0604018622743782	1.91744902062523e-13	6.01966201357462e-11		14773	INTEGER	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > ECG at rest, 12-lead
6153#3	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Insulin	16958	0.0561492986895591	2.42405601551159e-13	7.18732608599186e-11		0.227672811698856	0.0323384701647127	0.0540119820672938	1.87520043975819e-12	4.54906579408612e-10		0.205825326892281	0.0325386578610398	0.0485372751952703	2.4876274508896e-10	8.8509784702652e-08		0.24361337419804	0.0332855273253797	0.0561492986895591	2.42405601551159e-13	7.18732608599186e-11		16880/78(16958)	CAT-MUL	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication
20003#1140883066	Treatment/medication code: insulin product	17084	0.0553898062289665	4.15313370794688e-13	1.16659339996382e-10		0.23006078373999	0.033368880530406	0.0526972114073418	5.31084859583692e-12	1.18099995649923e-09		0.212391726105165	0.0335721881286413	0.0483678221129183	2.46769205500793e-10	8.8509784702652e-08		0.248782046346659	0.0343304158036361	0.0553898062289665	4.15313370794688e-13	1.16659339996382e-10		17011/73(17084)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
709	Number in household	17037	0.054696199567766	8.70615776883922e-13	2.21260781010928e-10		-0.0299931700775442	0.0038759054489177	-0.054696199567766	8.70615776883922e-13	2.21260781010928e-10		-0.0197580027378538	0.0039981772393242	-0.0356871293623545	3.15000004929691e-06	0.000343092862512196		-0.028192863384186	0.00416036103168939	-0.0489549717787296	1.58267521814419e-10	3.12842134786502e-08		17037	INTEGER	ORDERED-LOGISTIC	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household
20414	Frequency of drinking alcohol	12261	0.063596419952102	1.71731609271631e-12	4.36443618420331e-10		0.0326202613571136	0.00441393954036223	0.061439343862788	9.3961024829633e-12	1.92873072890674e-09		0.0291417206334259	0.00458108804739948	0.0540848269863335	2.00909945182742e-09	5.9569798746683e-07		0.0355984628591005	0.00475749431933118	0.063596419952102	1.71731609271631e-12	4.36443618420331e-10		12261	CAT-SIN	ORDERED-LOGISTIC	Mental health	Online follow-up > Mental health > Alcohol use
2188	Long-standing illness, disability or infirmity	16786	0.0537247860965882	3.16315280114651e-12	7.33988978248649e-10		0.0388939320173872	0.00558031368677675	0.0537247860965882	3.16315280114651e-12	7.33988978248649e-10		0.0236992269907973	0.00563360476269856	0.0324562217858343	2.587604036919e-05	0.00203088863897599		0.0352842899600485	0.00585416514507681	0.0464757525320755	1.66422485410707e-09	2.53770515610555e-07		13171/3615(16786)	CAT-SIN	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health
1249	Past tobacco smoking	16486	0.0529202515617256	1.01776974518876e-11	2.01179152965645e-09		-0.0293440748008853	0.00402056373320844	-0.0529202515617256	1.01776974518876e-11	2.01179152965645e-09		-0.0236264027610348	0.00413136334408469	-0.0423043486337853	5.43912015244192e-08	1.07513275013269e-05		-0.0306663409283996	0.00430560445058117	-0.052654904046003	1.28999792851249e-11	2.86863289352965e-09		16486	CAT-SIN	ORDERED-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking
20546#4	Substances taken for depression: Drugs or alcohol (more than once)	12210	0.0605348028734474	2.07326968765344e-11	3.95180011535943e-09		0.0698744036962227	0.0104290091860221	0.0605348028734474	2.07326968765344e-11	3.95180011535943e-09		0.0496849820642445	0.0107031797128275	0.0419803908837987	3.4422124562666e-06	0.000367421757581897		0.0675060311341096	0.011015357267068	0.0553861924734995	8.84229245996024e-10	1.47472858933774e-07		11351/859(12210)	CAT-MUL	LOGISTIC-BINARY	Mental health	Online follow-up > Mental health > Depression
20195	Number of symbol digit matches attempted	9165	0.0671767809394671	1.15631493255735e-10	2.37355876733022e-08		-0.0173969919160352	0.00276719856268339	-0.0654726374317685	3.3694324867109e-10	5.61958161924252e-08		-0.0157496760252987	0.00280663799561179	-0.0584783594186592	2.05444657535004e-08	4.38583254905727e-06		-0.0188050160251766	0.00291478428256683	-0.0671767809394671	1.15631493255735e-10	2.37355876733022e-08		9165	INTEGER	LINEAR	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution
6141#2	How are people in household related to participant: Son and/or daughter (include step-children)	17038	0.0484566996136381	2.41838548510502e-10	4.27834780163814e-08		-0.0330488805858078	0.00521959588912527	-0.0484566996136381	2.41838548510502e-10	4.27834780163814e-08		-0.023537932254494	0.00533243128484266	-0.0338016971224596	1.01295838902639e-05	0.000886255561021942		-0.0326237016930939	0.00553036175120724	-0.0451523812521462	3.64832140711274e-09	5.12397140783176e-07		10015/7023(17038)	CAT-MUL	LOGISTIC-BINARY	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household
6373	Number of puzzles correctly solved	11092	0.0599807247005986	2.48508116640027e-10	4.27834780163814e-08		-0.0313742780681193	0.00463653051909212	-0.0599807247005986	2.48508116640027e-10	4.27834780163814e-08		-0.0184097877342821	0.00476783290865039	-0.0351635171027489	0.000211116750683947	0.0116157742103116		-0.0275419587589837	0.00496978660447625	-0.0501657614827899	1.22604453471191e-07	1.23460371353914e-05		11092	INTEGER	ORDERED-LOGISTIC	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Matrix pattern completion
20159	Number of symbol digit matches made correctly	9165	0.0655741487617847	3.16383700041517e-10	5.82255105903992e-08		-0.0172404641504757	0.00280471357908266	-0.0640247477574518	8.18607948068675e-10	1.28497371142427e-07		-0.0155677387388171	0.00284465707350699	-0.0570374433010832	4.53271558876382e-08	9.3042704220125e-06		-0.0186024947068526	0.00295433790024075	-0.0655741487617847	3.16383700041517e-10	5.82255105903992e-08		9165	INTEGER	LINEAR	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution
20401	Ever addicted to any substance or behaviour	12157	0.0564386942681813	4.59683447216139e-10	8.17776852597511e-08		0.065213387732088	0.0123631469474947	0.0477947283571866	1.32478335451401e-07	1.15907684640021e-05		0.0754224550256094	0.0126422148294084	0.054039574004979	2.42298615488851e-09	6.80604058349473e-07		0.081090688436362	0.0130129515670951	0.0564386942681813	4.59683447216139e-10	8.17776852597511e-08		11567/590(12157)	CAT-SIN	LOGISTIC-BINARY	Mental health	Online follow-up > Mental health > Addictions
3063	Forced expiratory volume in 1-second (FEV1)	16030	0.0487739353687862	6.32052386492805e-10	1.02220108688245e-07		-0.0127839337882732	0.00206674479255271	-0.0487739353687862	6.32052386492805e-10	1.02220108688245e-07		-0.00721706813125844	0.00209293308494043	-0.0272238955505468	0.000565025083464997	0.0267252905294385		-0.0109915267335666	0.00217500262416496	-0.0398718282517901	4.3752842347927e-07	4.02601585536011e-05		16030	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry
20160	Ever smoked	17050	0.0472091644899884	6.7908333098808e-10	1.16911862499464e-07		0.0280066111265645	0.00457047608077465	0.0468824011712361	8.89462966112495e-10	1.35630395718354e-07		0.0231344723002076	0.00462636944729856	0.0382733976340189	5.70500569368875e-07	8.01253036505707e-05		0.0297039583305209	0.00481384761782333	0.0472091644899884	6.7908333098808e-10	1.16911862499464e-07		7971/9079(17050)	CAT-SIN	LOGISTIC-BINARY	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking
6153#5	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Oral contraceptive pill or minipill	16958	0.0467253883097172	1.1220134486076e-09	1.81460175006629e-07		0.0701452375712177	0.01358469866009	0.0396297426837466	2.41144154014106e-07	2.01091617183326e-05		0.0815900252994074	0.0142412396729436	0.0439612128466187	1.00455557067069e-08	2.43455298532764e-06		0.0887385711123032	0.0145713052333024	0.0467253883097172	1.1220134486076e-09	1.81460175006629e-07		16437/521(16958)	CAT-MUL	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication
4120	Heel broadband ultrasound attenuation (right)	5470	0.0813203171108722	1.60656410525389e-09	2.52183312639412e-07		-0.0232173220421589	0.00393054492261695	-0.0795155819551102	3.6675357078718e-09	5.29017245213832e-07		-0.0200487983786825	0.00399728257881031	-0.0676069880556732	5.42251490835348e-07	7.85647582013543e-05		-0.0249622996129366	0.00413126424704297	-0.0813203171108722	1.60656410525389e-09	2.52183312639412e-07		5470	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
6153#1	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Cholesterol lowering medication	16958	0.0454115803982955	3.23147739007244e-09	4.79066523078239e-07		0.0538052181279386	0.00909066708676408	0.0454115803982955	3.23147739007244e-09	4.79066523078239e-07		0.0239021989913966	0.00898861307157519	0.0204193354786115	0.00782654481957234	0.162177260812202		0.0419092323175683	0.00939498442144369	0.0342409735822965	8.14595687002574e-06	0.000603819052990658		15760/1198(16958)	CAT-MUL	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication
4123	Heel quantitative ultrasound index (QUI), direct entry (right)	5470	0.0795388012527965	3.62921020071876e-09	5.12397140783176e-07		-0.0220863722273797	0.00391796020464052	-0.0759173465336303	1.80182336448614e-08	2.4066741444508e-06		-0.0198877691376013	0.00398343894099729	-0.0672991552925656	6.10686826978865e-07	8.14808898896551e-05		-0.0243286302828135	0.00411746848556287	-0.0795388012527965	3.62921020071876e-09	5.12397140783176e-07		5470	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
4125	Heel bone mineral density (BMD) T-score, automated (right)	5470	0.0795380695883697	3.63041190992225e-09	5.12397140783176e-07		-0.0220856027097448	0.00391795338087891	-0.0759148554095621	1.80376551954341e-08	2.4066741444508e-06		-0.0198879075450911	0.00398343107863692	-0.0672997524061368	6.10546356573846e-07	8.14808898896551e-05		-0.0243283587488918	0.00411746076872168	-0.0795380695883697	3.63041190992225e-09	5.12397140783176e-07		5470	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
4124	Heel bone mineral density (BMD) (right)	5468	0.0791444436160567	4.36449433740014e-09	5.97264263556527e-07		-0.0220463502729812	0.00391795834065823	-0.0757947489740322	1.91119273864287e-08	2.4285799157469e-06		-0.0197207168125292	0.00398361946914206	-0.0667467774210312	7.58400013820255e-07	9.8721484725822e-05		-0.0242033817036978	0.00411763003124054	-0.0791444436160567	4.36449433740014e-09	5.97264263556527e-07		5468	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
22334	PP interval	9426	0.0603048219469767	4.49396169558791e-09	5.99606839233817e-07		-0.0163148171293899	0.0030401662465115	-0.0551592323662724	8.19084491362468e-08	7.53698953517499e-06		-0.0163035655056477	0.00308815214389283	-0.0542686629448386	1.32012789243554e-07	2.42949053859603e-05		-0.0188553208433019	0.00321233451393593	-0.0603048219469767	4.49396169558791e-09	5.99606839233817e-07		9426	INTEGER	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > ECG at rest, 12-lead
4101	Heel broadband ultrasound attenuation (left)	5470	0.0784648693388593	5.8811897625569e-09	7.65558774701614e-07		-0.0212854750200375	0.00392127540303646	-0.0731255733565501	5.89840644022981e-08	5.52277108272044e-06		-0.0202945110674883	0.00399303161500599	-0.068502114983914	3.82676554140353e-07	5.83527076984875e-05		-0.0240481180269173	0.0041262285256225	-0.0784648693388593	5.8811897625569e-09	7.65558774701614e-07		5470	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
137	Number of treatments/medications taken	17084	0.0445020663739406	5.81111388773659e-09	8.16155653127636e-07		0.0250131258185622	0.00401981695492313	0.0445020663739406	5.81111388773659e-09	8.16155653127636e-07		0.0160801308828687	0.00415006972274747	0.0282148918680397	0.000225046827519921	0.012255866515039		0.0230929310889775	0.00431497566879557	0.0389943365773802	3.38997542149249e-07	3.23076764723311e-05		17084	INTEGER	ORDERED-LOGISTIC	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
22333	RR interval	9426	0.0590811170474933	9.16655018721878e-09	1.14653326828346e-06		-0.0160815242556941	0.00303926524748129	-0.0543900563228462	1.2375124691803e-07	1.10076734133588e-05		-0.0159603053438693	0.00308729338062953	-0.0531456798538416	2.3846715876081e-07	3.85666432214074e-05		-0.0184657765614036	0.00321148269624871	-0.0590811170474933	9.16655018721878e-09	1.14653326828346e-06		9426	INTEGER	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > ECG at rest, 12-lead
4105	Heel bone mineral density (BMD) (left)	5470	0.0774085361464217	9.39675526179821e-09	1.14653326828346e-06		-0.0215564092773658	0.00391504211555452	-0.0741656777904983	3.81095619674653e-08	4.18424376249849e-06		-0.0193211812277735	0.00398785017414315	-0.0653224538436487	1.29403398125119e-06	0.00015670181950401		-0.0236875189370319	0.00412033249655232	-0.0774085361464217	9.39675526179821e-09	1.14653326828346e-06		5470	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
4104	Heel quantitative ultrasound index (QUI), direct entry (left)	5470	0.07735016510607	9.64152065744846e-09	1.14653326828346e-06		-0.0215372418958096	0.00391511504377599	-0.0740989059660968	3.92003350430812e-08	4.18424376249849e-06		-0.0193085055038074	0.00398791595616693	-0.0652788028900416	1.31535665159638e-06	0.00015670181950401		-0.0236699258920824	0.00412040746080404	-0.07735016510607	9.64152065744846e-09	1.14653326828346e-06		5470	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
4106	Heel bone mineral density (BMD) T-score, automated (left)	5470	0.0773441181916205	9.66722823173239e-09	1.14653326828346e-06		-0.0215377808825573	0.00391511282225224	-0.0741007867819631	3.91692003163818e-08	4.18424376249849e-06		-0.0193049487614059	0.00398791740192309	-0.0652668314628421	1.32126323359199e-06	0.00015670181950401		-0.0236680598496894	0.004120407656382	-0.0773441181916205	9.66722823173239e-09	1.14653326828346e-06		5470	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel
12143	Weight (pre-imaging)	17084	0.0447565324312513	4.75684328872197e-09	1.25411545728312e-06		-0.00517966769567783	0.00223810328059509	-0.0177041350774887	0.0206534654697893	0.197187021846629		-0.0132709425208106	0.00226541075062236	-0.0447565324312513	4.75684328872197e-09	1.25411545728312e-06		-0.0113832166049913	0.00235481535307708	-0.0369503046074406	1.3473718701261e-06	0.000115982639852629		17084	INTEGER	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures
20405-0	Ever had known person concerned about, or recommend reduction of, alcohol consumption	12250	0.0511524796439469	1.44052455857492e-08	1.67132164545964e-06		-999	-999	-0.0386743576058194	1.84123364416699e-05	0.000972937025635567		-999	-999	-0.0435558325833053	1.40050610849283e-06	0.000162489154370135		-999	-999	-0.0511524796439469	1.44052455857492e-08	1.67132164545964e-06		11629/12250	CAT-SIN	MULTINOMIAL-LOGISTIC	Mental health	Online follow-up > Mental health > Alcohol use
