id	structure	category	n	top_pval	top_fdr	top_rhoabs	NA	gap_gm_rho	gap_gm_pval	gap_gm_fdr	NA.1	gap_wm_rho	gap_wm_pval	gap_wm_fdr	NA.2	gap_gwm_rho	gap_gwm_pval	gap_gwm_fdr
LH_ThickAvg_superiorparietal	Superiorparietal (left)	cortical thickness	15317	2.86738645432284e-66	1.75229172208618e-65	0.138306271132574		-0.137520639775156	1.56433732645948e-65	7.8216866322974e-65		-0.117839650218171	1.76882058672463e-48	1.14453096788064e-47		-0.138306271132574	2.86738645432284e-66	1.75229172208618e-65
LH_ThickAvg_caudalmiddlefrontal	Caudalmiddlefrontal (left)	cortical thickness	15317	2.81544554361572e-65	1.67404870160935e-64	0.137247442795924		-0.134709931414532	6.23816448441064e-63	2.8008085440211e-62		-0.119935570855144	3.62691895217994e-50	2.41794596811996e-49		-0.137247442795924	2.81544554361572e-65	1.67404870160935e-64
RH_GrayVol_rostralmiddlefrontal	Rostralmiddlefrontal (right)	cortical volume	15317	4.54906418069738e-65	2.63366873619322e-64	0.137023970960672		-0.136764789632262	7.92785058895145e-65	3.8758380657096e-64		-0.114841094001388	4.07516539192594e-46	2.35930627953607e-45		-0.137023970960672	4.54906418069738e-65	2.63366873619322e-64
Left.Putamen	Putamen (left)	subcortical volume	15317	5.24480086153283e-65	2.95860561419801e-64	0.136957613741128		-0.128472615561676	2.33936439862001e-57	9.02912574905969e-57		-0.116001626893911	5.04838677396405e-47	3.08512525075581e-46		-0.136957613741128	5.24480086153283e-65	2.95860561419801e-64
RH_GrayVol_medialorbitofrontal	Medialorbitofrontal (right)	cortical volume	15317	2.41293314981173e-64	1.12945807012464e-63	0.136243904947689		-0.136243904947689	2.41293314981173e-64	1.12945807012464e-63		-0.0786921010324142	1.81188328819763e-22	5.24492530794051e-22		-0.114891634072756	3.72254373720881e-46	1.32090261642893e-45
RH_GrayVol_precuneus	Precuneus (right)	cortical volume	15317	1.16236085883921e-61	5.01410566558091e-61	0.133314886192009		-0.133314886192009	1.16236085883921e-61	5.01410566558091e-61		-0.0838847007119704	2.54486124530136e-25	8.23337461715146e-25		-0.114755347995205	4.75105853315513e-46	1.65909980522878e-45
LH_GrayVol_parsorbitalis	Parsorbitalis (left)	cortical volume	15317	2.61425312636246e-61	1.10603016884566e-60	0.132925640460349		-0.132925640460349	2.61425312636246e-61	1.10603016884566e-60		-0.0926131116042322	1.59033907123436e-30	5.83124326119265e-30		-0.121701395312875	1.29925776838744e-51	5.49685978933148e-51
LH_ThickAvg_parstriangularis	Parstriangularis (left)	cortical thickness	15317	1.03219925336224e-59	5.40675799380221e-59	0.131145422308025		-0.130961757541199	1.50385691141292e-59	6.12682445390449e-59		-0.111766733030636	9.29072374632847e-44	4.86656958141015e-43		-0.131145422308025	1.03219925336224e-59	5.40675799380221e-59
LH_ThickAvg_fusiform	Fusiform (left)	cortical thickness	15317	2.29408988390695e-59	9.1763595356278e-59	0.130755346589346		-0.130755346589346	2.29408988390695e-59	9.1763595356278e-59		-0.0956876621994289	1.76030847369253e-32	7.17162711504364e-32		-0.121150568043764	3.68997535942684e-51	1.50332329458131e-50
LH_GrayVol_parstriangularis	Parstriangularis (left)	cortical volume	15317	1.75224084824061e-58	6.88380333237382e-58	0.129756876694975		-0.129756876694975	1.75224084824061e-58	6.88380333237382e-58		-0.0870526545467896	3.76952460328586e-27	1.29577408237951e-26		-0.117227290816353	5.4347444592144e-48	1.99273963504528e-47
RH_GrayVol_superiorparietal	Superiorparietal (right)	cortical volume	15317	2.55259187965273e-55	9.68224506075173e-55	0.126113142446244		-0.126113142446244	2.55259187965273e-55	9.68224506075173e-55		-0.0937201129079246	3.19629072742962e-31	1.25568564291878e-30		-0.11815505576063	9.89878056154613e-49	3.69107071786466e-48
LH_ThickAvg_parsorbitalis	Parsorbitalis (left)	cortical thickness	15317	4.90865242751224e-55	2.15980706810539e-54	0.125780746668619		-0.116566443700586	1.81289621437066e-47	5.61742488959923e-47		-0.114705197164689	5.19692081095658e-46	2.93159635489858e-45		-0.125780746668619	4.90865242751224e-55	2.15980706810539e-54
LH_SurfArea_lateralorbitofrontal	Lateralorbitofrontal (left)	cortical surface area	15317	2.49241783656696e-54	9.13886540074552e-54	0.124950862228699		-0.124950862228699	2.49241783656696e-54	9.13886540074552e-54		-0.070766872668225	1.83346030571967e-18	4.15836357998276e-18		-0.104913123876888	9.79444363791223e-39	2.99274666713985e-38
RH_GrayVol_parsopercularis	Parsopercularis (right)	cortical volume	15317	3.82753530755349e-53	1.38042256993732e-52	0.123542865482948		-0.123542865482948	3.82753530755349e-53	1.38042256993732e-52		-0.0711461405448553	1.20549478063444e-18	2.76259220562059e-18		-0.103334104443172	1.26666837634662e-37	3.71556057061675e-37
Right.Pallidum	Pallidum (right)	subcortical volume	15317	4.17465280395566e-53	2.87007380271952e-52	0.12349784940141		-0.0550315879667715	9.47183833058479e-12	1.28629903254855e-11		-0.12349784940141	4.17465280395566e-53	2.87007380271952e-52		-0.101561892812537	2.13839956348362e-36	5.88059879957995e-36
LH_GrayVol_parsopercularis	Parsopercularis (left)	cortical volume	15317	1.33378170141472e-52	4.73277377921352e-52	0.122893884651769		-0.122893884651769	1.33378170141472e-52	4.73277377921352e-52		-0.0749056326150685	1.67530945818577e-20	4.18827364546442e-20		-0.105770308975195	2.40080810598437e-39	7.54539690452231e-39
LH_GrayVol_supramarginal	Supramarginal (left)	cortical volume	15317	1.30396068787623e-51	4.55351351321858e-51	0.121699493039082		-0.121699493039082	1.30396068787623e-51	4.55351351321858e-51		-0.0725252446161436	2.57570024843798e-19	5.96477952269848e-19		-0.102567752775683	4.32577775797023e-37	1.22009116250442e-36
RH_ThickAvg_postcentral	Postcentral (right)	cortical thickness	15317	2.61166770808579e-51	1.08408848260165e-50	0.12133324020478		-0.110518863470068	8.06450098504589e-43	2.27460284193602e-42		-0.111930848802433	6.97945703365065e-44	3.83870136850786e-43		-0.12133324020478	2.61166770808579e-51	1.08408848260165e-50
LH_ThickAvg_postcentral	Postcentral (left)	cortical thickness	15317	8.7322891662169e-51	3.43054217244235e-50	0.120694069812514		-0.112048540060613	5.683566738332e-44	1.66717957657739e-43		-0.110076090916572	1.72591442333989e-42	8.62957211669945e-42		-0.120694069812514	8.7322891662169e-51	3.43054217244235e-50
LH_GrayVol_lateraloccipital	Lateraloccipital (left)	cortical volume	15317	1.21466829385684e-50	4.17542226013289e-50	0.120518705304736		-0.120518705304736	1.21466829385684e-50	4.17542226013289e-50		-0.0811445769574863	8.57993059758391e-24	2.69654961638351e-23		-0.108693075509737	1.82181923850606e-41	5.9820930219602e-41
LH_GrayVol_superiorparietal	Superiorparietal (left)	cortical volume	15317	1.64929011320283e-50	5.58221269084035e-50	0.120355942772269		-0.120355942772269	1.64929011320283e-50	5.58221269084035e-50		-0.0778804109246398	4.87142128010718e-22	1.33964085202947e-21		-0.105321627391589	5.01886749267851e-39	1.55514203998489e-38
Right.Putamen	Putamen (right)	subcortical volume	15317	4.40876275407649e-50	1.70162772964356e-49	0.11983120501805		-0.115020215398641	2.95639016292121e-46	9.0334143867037e-46		-0.0987209748669825	1.79073825754775e-34	7.8792483332101e-34		-0.11983120501805	4.40876275407649e-50	1.70162772964356e-49
LH_GrayVol_postcentral	Postcentral (left)	cortical volume	15317	2.04723250454084e-49	6.82410834846947e-49	0.119007032532422		-0.119007032532422	2.04723250454084e-49	6.82410834846947e-49		-0.063575242580207	3.42847189981431e-15	6.85694379962862e-15		-0.0972050029536206	1.80583274574745e-33	4.67392004781693e-33
LH_GrayVol_medialorbitofrontal	Medialorbitofrontal (left)	cortical volume	15317	2.08764691784805e-49	6.85496002875479e-49	0.118996502203438		-0.118996502203438	2.08764691784805e-49	6.85496002875479e-49		-0.0667220538903085	1.39888633378883e-16	2.95918262916868e-16		-0.0993484509204234	6.8083005131699e-35	1.82661721085046e-34
RH_ThickAvg_parsorbitalis	Parsorbitalis (right)	cortical thickness	15317	1.86395557682027e-49	7.07017632586999e-49	0.11905754032594		-0.110369941442406	1.0420015377856e-42	2.90177643433965e-42		-0.10865232727875	1.95191859740085e-41	9.5427131428486e-41		-0.11905754032594	1.86395557682027e-49	7.07017632586999e-49
LH_ThickAvg_middletemporal	Middletemporal (left)	cortical thickness	15317	6.4541650543462e-48	2.08811222346495e-47	0.11713321869773		-0.11713321869773	6.4541650543462e-48	2.08811222346495e-47		-0.0759600768226028	4.85585724241962e-21	1.27177213491942e-20		-0.103293294743338	1.35259761464719e-37	3.91541414766292e-37
RH_SurfArea_parsorbitalis	Parsorbitalis (right)	cortical surface area	15317	6.78432449143564e-48	2.16311795379107e-47	0.117105904635432		-0.117105904635432	6.78432449143564e-48	2.16311795379107e-47		-0.0750206325431041	1.46487210981551e-20	3.7042743006829e-20		-0.103248322076607	1.45401532053782e-37	4.15432948725092e-37
RH_ThickAvg_fusiform	Fusiform (right)	cortical thickness	15317	7.59770284601981e-48	2.38784946589194e-47	0.117043886907999		-0.117043886907999	7.59770284601981e-48	2.38784946589194e-47		-0.0902182579665012	4.79317429610105e-29	1.70080378248747e-28		-0.111387351146016	1.79686541863734e-43	6.0816983400033e-43
RH_ThickAvg_middletemporal	Middletemporal (right)	cortical thickness	15317	8.83120692500331e-46	2.66145962123387e-45	0.114408290304819		-0.114408290304819	8.83120692500331e-46	2.66145962123387e-45		-0.0781218417705066	3.63377740371071e-22	1.02491157540558e-21		-0.102486380475175	4.92567938959891e-37	1.37170818444527e-36
LH_GrayVol_inferiorparietal	Inferiorparietal (left)	cortical volume	15317	2.37729575411825e-45	7.06763602575696e-45	0.113851674343914		-0.113851674343914	2.37729575411825e-45	7.06763602575696e-45		-0.0653162328803012	5.95085584936149e-16	1.2235404550089e-15		-0.0929196342140938	1.02180714111774e-30	2.4703029785264e-30
LH_GrayVol_paracentral	Paracentral (left)	cortical volume	15317	2.08560818645645e-43	6.03728685553183e-43	0.111301461066491		-0.111301461066491	2.08560818645645e-43	6.03728685553183e-43		-0.0759311567495498	5.02476915296214e-21	1.30052848664902e-20		-0.0999825714294357	2.54609831905816e-35	6.91532876781229e-35
LH_SurfArea_fusiform	Fusiform (left)	cortical surface area	15317	3.90664094330338e-43	1.11618312665811e-42	0.110938975277686		-0.110938975277686	3.90664094330338e-43	1.11618312665811e-42		-0.0827418752746095	1.11946953201444e-24	3.56932314555329e-24		-0.103404370968618	1.13124044301294e-37	3.36314726301144e-37
RH_ThickAvg_posteriorcingulate	Posteriorcingulate (right)	cortical thickness	15317	1.18779497677951e-42	3.26643618614365e-42	0.110293758869179		-0.110293758869179	1.18779497677951e-42	3.26643618614365e-42		-0.0731686220149959	1.24124671311235e-19	2.93628254714749e-19		-0.0969462635104017	2.66940487241753e-33	6.82871013874252e-33
LH_GrayVol_inferiortemporal	Inferiortemporal (left)	cortical volume	15317	1.43607474172386e-42	3.9004499157932e-42	0.110183240122284		-0.110183240122284	1.43607474172386e-42	3.9004499157932e-42		-0.0648181689991468	9.86743701388541e-16	2.01003346579147e-15		-0.0916020884199845	6.77115876166678e-30	1.61919013865945e-29
LH_ThickAvg_frontalpole	Frontalpole (left)	cortical thickness	15317	1.85397025676349e-42	6.1799008558783e-42	0.110034347868528		-0.102807074655951	2.95066668644946e-37	7.29378282043687e-37		-0.0984154996865712	2.86107065031872e-34	1.23418733935317e-33		-0.110034347868528	1.85397025676349e-42	6.1799008558783e-42
LH_SurfArea_inferiortemporal	Inferiortemporal (left)	cortical surface area	15317	3.34039261505233e-42	8.96202896721357e-42	0.109690355852243		-0.109690355852243	3.34039261505233e-42	8.96202896721357e-42		-0.0779827769338979	4.30258717364936e-22	1.19818883316818e-21		-0.0990011102987692	1.1637454171052e-34	3.08462640678487e-34
RH_GrayVol_paracentral	Paracentral (right)	cortical volume	15317	2.01950688083708e-41	5.3529098046284e-41	0.108632212125457		-0.108632212125457	2.01950688083708e-41	5.3529098046284e-41		-0.0661701024580678	2.47871010365978e-16	5.19348783623954e-16		-0.0930734423777494	8.17948425489133e-31	1.99942948452899e-30
