id	structure	category	n	top_pval	top_fdr	top_rhoabs	NA	gap_gm_rho	gap_gm_pval	gap_gm_fdr	NA.1	gap_wm_rho	gap_wm_pval	gap_wm_fdr	NA.2	gap_gwm_rho	gap_gwm_pval	gap_gwm_fdr
LH_GrayVol_lateraloccipital	Lateraloccipital (left)	cortical volume	32272	4.0296542241242e-118	1.58307844519165e-117	0.130520105173884		-0.130520105173884	4.0296542241242e-118	1.58307844519165e-117		-0.0891411799466949	1.27494322129039e-53	4.5981558800637e-53		-0.117734554595165	1.60031357424571e-95	5.77162272678781e-95
LH_ThickAvg_caudalmiddlefrontal	Caudalmiddlefrontal (left)	cortical thickness	32272	4.00583169681777e-116	1.54611047947353e-115	0.12944239121897		-0.12944239121897	4.00583169681777e-116	1.54611047947353e-115		-0.109293586050349	6.47585788673721e-82	3.47485057337119e-81		-0.128565511826121	1.6433803226748e-114	7.5321598122595e-114
RH_ThickAvg_parsopercularis	Parsopercularis (right)	cortical thickness	32272	2.42214604312312e-115	9.18745050839804e-115	0.12901830796276		-0.12901830796276	2.42214604312312e-115	9.18745050839804e-115		-0.110007523494047	5.02541307205041e-83	2.83484839961818e-82		-0.128883600209081	4.28701539925218e-115	2.00668805922442e-114
RH_SurfArea_parsorbitalis	Parsorbitalis (right)	cortical surface area	32272	1.62768508793842e-110	5.77565676365246e-110	0.126365845540621		-0.126365845540621	1.62768508793842e-110	5.77565676365246e-110		-0.086734149869999	1.23850202046112e-50	4.2573506953351e-50		-0.114492029589705	3.57756642209079e-90	1.21086863516919e-89
RH_GrayVol_parsopercularis	Parsopercularis (right)	cortical volume	32272	1.49343453471674e-109	5.21516821647116e-109	0.125830061193497		-0.125830061193497	1.49343453471674e-109	5.21516821647116e-109		-0.07478014799257	4.98180160726343e-37	1.27441436464878e-36		-0.106971182445107	2.35278934034321e-78	7.50164717210879e-78
LH_ThickAvg_parstriangularis	Parstriangularis (left)	cortical thickness	32272	1.63234647855308e-108	5.61119102002621e-108	0.125249334372359		-0.125249334372359	1.63234647855308e-108	5.61119102002621e-108		-0.0943149356178952	2.53449029828823e-60	1.03257012152483e-59		-0.118219716038871	2.45864549953705e-96	9.16783067623985e-96
LH_GrayVol_superiorparietal	Superiorparietal (left)	cortical volume	32272	7.49631328012391e-108	2.5372137255804e-107	0.124877623061413		-0.124877623061413	7.49631328012391e-108	2.5372137255804e-107		-0.0825628146096002	1.1854511149591e-45	3.62221174015281e-45		-0.109935705474824	6.48915231042788e-83	2.09943162984431e-82
LH_GrayVol_inferiorparietal	Inferiorparietal (left)	cortical volume	32272	1.9959917828195e-105	6.65330594273167e-105	0.123505995200507		-0.123505995200507	1.9959917828195e-105	6.65330594273167e-105		-0.0772393431150954	1.16968810040842e-39	3.21664227612315e-39		-0.103561890198975	2.86433960609729e-73	8.40206284455205e-73
LH_GrayVol_postcentral	Postcentral (left)	cortical volume	32272	1.08971534712707e-104	3.57816979653665e-104	0.123086057109942		-0.123086057109942	1.08971534712707e-104	3.57816979653665e-104		-0.0600016632296942	4.98519438816185e-23	9.9703887763237e-23		-0.0957423776909785	3.05167482249212e-62	7.6291870562303e-62
LH_ThickAvg_fusiform	Fusiform (left)	cortical thickness	32272	8.62596811964386e-104	2.79075439164948e-103	0.122572300235061		-0.122572300235061	8.62596811964386e-104	2.79075439164948e-103		-0.0745407294376149	8.88363756906376e-37	2.22090939226594e-36		-0.1049375478447	2.66769587459311e-75	8.15129295014561e-75
RH_ThickAvg_postcentral	Postcentral (right)	cortical thickness	32272	7.82837790169328e-103	3.13135116067731e-102	0.122022161029055		-0.116749329668591	6.99763756479912e-94	2.13816703368862e-93		-0.107998180071386	6.41782523961958e-80	3.36171798265788e-79		-0.122022161029055	7.82837790169328e-103	3.13135116067731e-102
RH_ThickAvg_fusiform	Fusiform (right)	cortical thickness	32272	2.64249191112883e-97	8.42533652823685e-97	0.118794404242247		-0.118794404242247	2.64249191112883e-97	8.42533652823685e-97		-0.0747341620550088	5.56378126701166e-37	1.40693319395697e-36		-0.103232837267462	8.69496015643186e-73	2.4842743304091e-72
LH_GrayVol_supramarginal	Supramarginal (left)	cortical volume	32272	4.55327072210447e-95	1.43102794123283e-94	0.11746266759825		-0.11746266759825	4.55327072210447e-95	1.43102794123283e-94		-0.0662976166602923	1.29509732035619e-28	2.90736133141185e-28		-0.0963303467136175	4.85201333423026e-63	1.22694590060995e-62
LH_GrayVol_paracentral	Paracentral (left)	cortical volume	32272	6.0820999072402e-95	1.88459433745471e-94	0.117387316224008		-0.117387316224008	6.0820999072402e-95	1.88459433745471e-94		-0.0734609952089625	1.18213863298737e-35	2.85791757425518e-35		-0.100979294904434	1.57549722069063e-69	4.3874606145815e-69
LH_ThickAvg_postcentral	Postcentral (left)	cortical thickness	32272	1.78462723030115e-92	6.23203159787703e-92	0.115899042459881		-0.112590854739268	4.15809248426834e-87	1.18802642407667e-86		-0.10158692094238	2.12433954700012e-70	1.01598847900006e-69		-0.115899042459881	1.78462723030115e-92	6.23203159787703e-92
LH_SurfArea_middletemporal	Middletemporal (left)	cortical surface area	32272	6.35438279205096e-92	1.915019471577e-91	0.115563245395789		-0.115563245395789	6.35438279205096e-92	1.915019471577e-91		-0.07752834431088	5.65776720702952e-40	1.59578049429038e-39		-0.101383566099104	4.15508588810896e-70	1.17194730177432e-69
RH_GrayVol_lateraloccipital	Lateraloccipital (right)	cortical volume	32272	3.94354242853108e-91	1.17240450577951e-90	0.115079212171298		-0.115079212171298	3.94354242853108e-91	1.17240450577951e-90		-0.0844531342170178	7.04368649589659e-48	2.3128522822347e-47		-0.106817815170186	4.02009984348962e-78	1.26345995081102e-77
RH_GrayVol_paracentral	Paracentral (right)	cortical volume	32272	2.06827906636725e-89	6.0669519280106e-89	0.114022293708898		-0.114022293708898	2.06827906636725e-89	6.0669519280106e-89		-0.0730456754304507	3.16913322757602e-35	7.57836206594266e-35		-0.099355625240872	3.15453916305083e-67	8.56788414655781e-67
LH_SurfArea_inferiortemporal	Inferiortemporal (left)	cortical surface area	32272	1.1078879296113e-87	3.20704400676955e-87	0.112949468232142		-0.112949468232142	1.1078879296113e-87	3.20704400676955e-87		-0.0881578043644769	2.16747664239078e-52	7.6910461504189e-52		-0.106711337661305	5.82558800675563e-78	1.80511177674118e-77
RH_GrayVol_supramarginal	Supramarginal (right)	cortical volume	32272	1.00232008177925e-86	2.82705664091583e-86	0.112351660699359		-0.112351660699359	1.00232008177925e-86	2.82705664091583e-86		-0.0602189221465855	3.26803099643424e-23	6.59602586436269e-23		-0.0902283735973491	5.34273931260508e-55	1.23726594607697e-54
LH_SurfArea_parsorbitalis	Parsorbitalis (left)	cortical surface area	32272	2.81433048642209e-86	7.83737603813747e-86	0.112069948580299		-0.112069948580299	2.81433048642209e-86	7.83737603813747e-86		-0.0792070260191906	7.95241393127374e-42	2.30201455905292e-41		-0.1032801976716	7.41388571946273e-73	2.14612481352869e-72
RH_GrayVol_bankssts	Bankssts (right)	cortical volume	32272	3.00111741309833e-84	8.25307288602041e-84	0.110787763448983		-0.110787763448983	3.00111741309833e-84	8.25307288602041e-84		-0.0544407714034242	1.44601879535437e-18	2.67331205863833e-18		-0.084891252908578	2.10203644514514e-48	4.4466155570378e-48
LH_SurfArea_fusiform	Fusiform (left)	cortical surface area	32272	4.12584395881927e-83	1.35475473274663e-82	0.110061767510836		-0.109331767176125	5.63243408680772e-82	1.51114085255817e-81		-0.0962536312147507	6.19106289587235e-63	2.67065458253317e-62		-0.110061767510836	4.12584395881927e-83	1.35475473274663e-82
RH_GrayVol_inferiortemporal	Inferiortemporal (right)	cortical volume	32272	5.13863645455048e-82	1.3956790370384e-81	0.109357459544129		-0.109357459544129	5.13863645455048e-82	1.3956790370384e-81		-0.0844051011237515	8.03976131890383e-48	2.60109925023359e-47		-0.104640918841002	7.35391272053601e-75	2.21624766920263e-74
LH_GrayVol_inferiortemporal	Inferiortemporal (left)	cortical volume	32272	7.14880685786863e-80	1.89486446835072e-79	0.10796668563391		-0.10796668563391	7.14880685786863e-80	1.89486446835072e-79		-0.0642589480956168	9.61274306035564e-27	2.09386482502796e-26		-0.0901191075414802	7.36070893967307e-55	1.68682913200841e-54
RH_SurfArea_middletemporal	Middletemporal (right)	cortical surface area	32272	2.73486333390734e-79	7.16273730309065e-79	0.107585352861629		-0.107585352861629	2.73486333390734e-79	7.16273730309065e-79		-0.063937087754087	1.87359934860941e-26	4.0018626863502e-26		-0.0896373099028923	3.00776885617719e-54	6.82174379751528e-54
LH_GrayVol_medialorbitofrontal	Medialorbitofrontal (left)	cortical volume	32272	4.59805857948646e-79	1.19008574998473e-78	0.107437224370562		-0.107437224370562	4.59805857948646e-79	1.19008574998473e-78		-0.0524221420121516	4.70934171964767e-17	8.56243949026849e-17		-0.0844828708404191	6.46507863662373e-48	1.32926850472637e-47
