id	structure	category	n	top_pval	top_fdr	top_rhoabs	NA	gap_gm_rho	gap_gm_pval	gap_gm_fdr	NA.1	gap_wm_rho	gap_wm_pval	gap_wm_fdr	NA.2	gap_gwm_rho	gap_gwm_pval	gap_gwm_fdr
LH_ThickAvg_superiorfrontal	Superiorfrontal (left)	cortical thickness	16961	1.95784384038134e-134	4.30725644883895e-133	0.187823251534401		-0.187823251534401	1.95784384038134e-134	4.30725644883895e-133		-0.147472205461955	4.65811654326354e-83	7.31989742512842e-82		-0.181439247419322	1.95809646159275e-125	3.9161929231855e-124
LH_GrayVol_superiorfrontal	Superiorfrontal (left)	cortical volume	16961	7.26054893911635e-131	1.45210978782327e-129	0.185319602483195		-0.185319602483195	7.26054893911635e-131	1.45210978782327e-129		-0.11708928118271	7.84473342424476e-53	5.95117708046154e-52		-0.162417394471359	1.43097837944482e-100	1.85185437339918e-99
RH_GrayVol_superiortemporal	Superiortemporal (right)	cortical volume	16961	1.26243959193735e-129	2.31447258521847e-128	0.184441118402689		-0.184441118402689	1.26243959193735e-129	2.31447258521847e-128		-0.0911882878195578	1.21187500091477e-32	3.97929104777984e-32		-0.144810602384508	4.00483842462235e-80	3.26320167932192e-79
RH_ThickAvg_superiortemporal	Superiortemporal (right)	cortical thickness	16961	2.57411238493572e-126	4.35619018989122e-125	0.182074862063429		-0.182074862063429	2.57411238493572e-126	4.35619018989122e-125		-0.122815895756997	5.52456771542682e-58	5.52456771542682e-57		-0.163107178753309	2.01674804765066e-101	2.77302856551966e-100
RH_ThickAvg_inferiorparietal	Inferiorparietal (right)	cortical thickness	16961	8.99741522255033e-120	1.41387953497219e-118	0.177297169411088		-0.177297169411088	8.99741522255033e-120	1.41387953497219e-118		-0.135728732747501	1.58071511451479e-70	1.83030171154344e-69		-0.169034144270777	6.85811957268565e-109	1.07770450427917e-107
RH_ThickAvg_superiorfrontal	Superiorfrontal (right)	cortical thickness	16961	4.66637020034958e-119	6.84400962717938e-118	0.176766899937726		-0.176766899937726	4.66637020034958e-119	6.84400962717938e-118		-0.145972840879437	2.12843091023883e-81	3.12169866835028e-80		-0.175106405891402	7.81307846294434e-117	1.43239771820646e-115
LH_GrayVol_superiortemporal	Superiortemporal (left)	cortical volume	16961	2.48797019802734e-116	3.42095902228759e-115	0.174728489972895		-0.174728489972895	2.48797019802734e-116	3.42095902228759e-115		-0.0915826704015973	6.51635251993824e-33	2.17211750664608e-32		-0.141880208085376	5.87772867791476e-77	4.31033436380416e-76
Left.Putamen	Putamen (left)	subcortical volume	16961	2.11527659327155e-115	3.57969885015185e-114	0.174027862402775		-0.156790978361098	9.03152898111491e-94	7.09620134230457e-93		-0.160370935159825	4.55059777866013e-98	8.34276259421024e-97		-0.174027862402775	2.11527659327155e-115	3.57969885015185e-114
LH_GrayVol_rostralmiddlefrontal	Rostralmiddlefrontal (left)	cortical volume	16961	7.5904748656438e-114	9.82296747318609e-113	0.172849132389912		-0.172849132389912	7.5904748656438e-114	9.82296747318609e-113		-0.136074887871553	6.99611335656832e-71	8.5508052135835e-70		-0.16704049990715	2.39704730275655e-106	3.51566937737627e-105
RH_GrayVol_superiorfrontal	Superiorfrontal (right)	cortical volume	16961	1.60533906707525e-113	1.96208108198086e-112	0.172601455311648		-0.172601455311648	1.60533906707525e-113	1.96208108198086e-112		-0.120641962854675	5.34300043277458e-56	4.52100036619388e-55		-0.158729970688004	4.37154661463694e-96	5.34300141788959e-95
Right.Pallidum	Pallidum (right)	subcortical volume	16961	4.84976044722328e-103	9.69952089444656e-102	0.164411054422039		-0.0679465891685161	8.2002445156827e-19	1.21895526584473e-18		-0.164411054422039	4.84976044722328e-103	9.69952089444656e-102		-0.129987490230942	8.60533348555552e-65	4.20705192627159e-64
LH_GrayVol_middletemporal	Middletemporal (left)	cortical volume	16961	7.15149391169121e-102	8.28067716090561e-101	0.163470907768729		-0.163470907768729	7.15149391169121e-102	8.28067716090561e-101		-0.0860888403504864	2.901423363903e-29	8.62585324403595e-29		-0.131013168664777	8.48693201692681e-66	4.24346600846341e-65
LH_SurfArea_lateralorbitofrontal	Lateralorbitofrontal (left)	cortical surface area	16961	5.71194249416715e-100	6.28313674358387e-99	0.161928257142297		-0.161928257142297	5.71194249416715e-100	6.28313674358387e-99		-0.112508765023696	6.8430707899903e-49	4.42786933469961e-48		-0.147447603648583	4.96120999730836e-83	4.36586479763136e-82
RH_ThickAvg_supramarginal	Supramarginal (right)	cortical thickness	16961	2.80082246885484e-98	2.93419496737174e-97	0.160544366046213		-0.160544366046213	2.80082246885484e-98	2.93419496737174e-97		-0.131191754152241	5.65923484057262e-66	5.92872221393322e-65		-0.157457969976092	1.45459769159151e-94	1.68427101131649e-93
RH_GrayVol_precentral	Precentral (right)	cortical volume	16961	1.73105521338151e-97	1.73105521338151e-96	0.159892496503815		-0.159892496503815	1.73105521338151e-97	1.73105521338151e-96		-0.0980522039680998	1.68675409019192e-37	6.8719611081893e-37		-0.138551588539457	1.92708064420682e-73	1.24693453448677e-72
LH_ThickAvg_supramarginal	Supramarginal (left)	cortical thickness	16961	8.42673212262284e-96	8.0603524651175e-95	0.158492593750063		-0.158492593750063	8.42673212262284e-96	8.0603524651175e-95		-0.122611934821655	8.51373760511053e-58	8.14357510054051e-57		-0.150992749520625	5.02930766060366e-87	5.02930766060366e-86
LH_GrayVol_precentral	Precentral (left)	cortical volume	16961	1.61631495233294e-95	1.48162203963853e-94	0.158256644902313		-0.158256644902313	1.61631495233294e-95	1.48162203963853e-94		-0.0850939287225487	1.25664804169108e-28	3.6376653838426e-28		-0.129040397709893	7.18606773580557e-64	3.43681500408092e-63
LH_GrayVol_lateralorbitofrontal	Lateralorbitofrontal (left)	cortical volume	16961	6.14673249913061e-95	5.40912459923494e-94	0.157771592872816		-0.157771592872816	6.14673249913061e-95	5.40912459923494e-94		-0.0918593367193055	4.20999972058803e-33	1.42492298235287e-32		-0.133141983481843	6.52808569347947e-68	3.59044713141371e-67
RH_GrayVol_parsorbitalis	Parsorbitalis (right)	cortical volume	16961	7.44473695840813e-95	6.29939281096073e-94	0.157701894941679		-0.157701894941679	7.44473695840813e-95	6.29939281096073e-94		-0.0987244250054849	5.3998075942999e-38	2.32932876616858e-37		-0.137511212680819	2.32303011407705e-72	1.46019035741986e-71
Left.Pallidum	Pallidum (left)	subcortical volume	16961	6.29419501498627e-95	1.0651714640746e-93	0.157762970122907		-0.0694927518851312	1.31291818656407e-19	1.97836987016504e-19		-0.157762970122907	6.29419501498627e-95	1.0651714640746e-93		-0.127349360625432	3.05509674264336e-62	1.29254092957988e-61
RH_ThickAvg_superiorparietal	Superiorparietal (right)	cortical thickness	16961	1.65408270712348e-94	1.81949097783583e-93	0.157411122384664		-0.156108054823452	5.80864813046662e-93	4.40656065069882e-92		-0.132577276563963	2.39315178028491e-67	2.6324669583134e-66		-0.157411122384664	1.65408270712348e-94	1.81949097783583e-93
LH_ThickAvg_superiortemporal	Superiortemporal (left)	cortical thickness	16961	2.55963417448217e-94	2.08562784587436e-93	0.157251855766836		-0.157251855766836	2.55963417448217e-94	2.08562784587436e-93		-0.10328381566857	1.93741410967195e-41	1.03958805884836e-40		-0.13930570685129	3.13299610751634e-74	2.08866407167756e-73
LH_ThickAvg_rostralmiddlefrontal	Rostralmiddlefrontal (left)	cortical thickness	16961	2.12119639117559e-92	1.55554402019543e-91	0.155630959538716		-0.155630959538716	2.12119639117559e-92	1.55554402019543e-91		-0.121212015966541	1.62424905628259e-56	1.42933916952868e-55		-0.149351100356206	3.65862194263184e-85	3.35373678074585e-84
Right.Putamen	Putamen (right)	subcortical volume	16961	3.0956106387095e-92	3.24302066912424e-91	0.155491432495595		-0.141747828240823	8.14100587674938e-77	3.98004731752192e-76		-0.14322765472068	2.09638580663716e-78	2.88253048412609e-77		-0.155491432495595	3.0956106387095e-92	3.24302066912424e-91
LH_ThickAvg_inferiorparietal	Inferiorparietal (left)	cortical thickness	16961	2.51072706813353e-91	1.78180630641734e-90	0.154716433121043		-0.154716433121043	2.51072706813353e-91	1.78180630641734e-90		-0.105333368536409	4.86799086412479e-43	2.74604612848065e-42		-0.13950223576987	1.9481801553271e-74	1.33937385678738e-73
LH_GrayVol_precuneus	Precuneus (left)	cortical volume	16961	6.22024475165621e-88	4.27641826676364e-87	0.151786411592623		-0.151786411592623	6.22024475165621e-88	4.27641826676364e-87		-0.105747212210491	2.29321880018695e-43	1.32765298958192e-42		-0.136076910751441	6.96282370392201e-71	4.03110846016537e-70
LH_ThickAvg_precuneus	Precuneus (left)	cortical thickness	16961	6.56483649929449e-88	4.37655766619633e-87	0.151765991405307		-0.151765991405307	6.56483649929449e-88	4.37655766619633e-87		-0.103062098580375	2.87335093340806e-41	1.50508858416613e-40		-0.136609163052943	1.97994322934396e-71	1.17726354177208e-70
RH_GrayVol_middletemporal	Middletemporal (right)	cortical volume	16961	7.25721078429141e-87	4.69584227218856e-86	0.150853048164332		-0.150853048164332	7.25721078429141e-87	4.69584227218856e-86		-0.078121060112847	2.25787588845364e-24	5.91348446975953e-24		-0.119985624201948	2.0898201826201e-55	7.66267400294037e-55
RH_GrayVol_rostralmiddlefrontal	Rostralmiddlefrontal (right)	cortical volume	16961	7.95347867290723e-87	4.93106867234705e-86	0.150818126345478		-0.150818126345478	7.95347867290723e-87	4.93106867234705e-86		-0.119587654791285	4.76053804338027e-55	3.87895692423578e-54		-0.145195049025504	1.52112900024685e-80	1.28710915405503e-79
RH_GrayVol_parstriangularis	Parstriangularis (right)	cortical volume	16961	8.06902146384063e-87	4.93106867234705e-86	0.150812627816922		-0.150812627816922	8.06902146384063e-87	4.93106867234705e-86		-0.102890030122709	3.89914868630466e-41	1.99491328136517e-40		-0.136765532114175	1.36706055105709e-71	8.35425892312666e-71
RH_ThickAvg_precentral	Precentral (right)	cortical thickness	16961	2.38642642348371e-86	2.28266875289746e-85	0.150398632692161		-0.140196488868973	3.61695134038107e-75	1.65776936434132e-74		-0.136588345606799	2.07995723210252e-71	2.6917093591915e-70		-0.150398632692161	2.38642642348371e-86	2.28266875289746e-85
RH_ThickAvg_precuneus	Precuneus (right)	cortical thickness	16961	5.60261206831565e-86	3.33128285143093e-85	0.150071962184454		-0.150071962184454	5.60261206831565e-86	3.33128285143093e-85		-0.112306557722148	1.01280522475757e-48	6.36620426990472e-48		-0.141529108052086	1.39352646939275e-76	9.88954268601307e-76
RH_GrayVol_fusiform	Fusiform (right)	cortical volume	16961	1.76270693703633e-85	1.02051454249472e-84	0.149632060880614		-0.149632060880614	1.76270693703633e-85	1.02051454249472e-84		-0.117528687943608	3.22204725851284e-53	2.53160856026009e-52		-0.144113956330442	2.29863554423855e-79	1.80607078475886e-78
LH_ThickAvg_superiorparietal	Superiorparietal (left)	cortical thickness	16961	1.94277338444218e-84	1.09592344763405e-83	0.148706635721126		-0.148706635721126	1.94277338444218e-84	1.09592344763405e-83		-0.115399797031178	2.32645566603884e-51	1.65103305331789e-50		-0.143671497125463	6.942068004063e-79	5.26639641687538e-78
LH_GrayVol_parstriangularis	Parstriangularis (left)	cortical volume	16961	3.3152980959299e-82	1.82341395276144e-81	0.146704288107593		-0.146704288107593	3.3152980959299e-82	1.82341395276144e-81		-0.0952287706098387	1.85178661516643e-35	7.11103300245603e-35		-0.132108943241847	6.99839004949117e-67	3.75523368509282e-66
RH_GrayVol_superiorparietal	Superiorparietal (right)	cortical volume	16961	1.29637965140691e-80	6.95618349535415e-80	0.145258440335295		-0.145258440335295	1.29637965140691e-80	6.95618349535415e-80		-0.102745388575875	5.03784633070946e-41	2.51892316535473e-40		-0.131727588112579	1.67194765919242e-66	8.7578210719603e-66
RH_GrayVol_inferiorparietal	Inferiorparietal (right)	cortical volume	16961	1.40467797362954e-80	7.35783700472616e-80	0.14522663173107		-0.14522663173107	1.40467797362954e-80	7.35783700472616e-80		-0.0947077091525509	4.34124062823521e-35	1.61876769188432e-34		-0.125517771890536	1.67517418799036e-60	6.95355323316753e-60
RH_GrayVol_precuneus	Precuneus (right)	cortical volume	16961	3.29710257456401e-80	1.68688968931182e-79	0.144887913850309		-0.144887913850309	3.29710257456401e-80	1.68688968931182e-79		-0.0908762409024705	1.97619808869918e-32	6.39358205167382e-32		-0.124067695739643	3.8243167755421e-59	1.52972671021684e-58
LH_GrayVol_lateraloccipital	Lateraloccipital (left)	cortical volume	16961	1.2949644217743e-77	6.4748221088715e-77	0.142493285212695		-0.142493285212695	1.2949644217743e-77	6.4748221088715e-77		-0.0976734195872839	3.1936793437085e-37	1.2546597421712e-36		-0.128394470810236	3.02793364369091e-63	1.41733064172766e-62
LH_GrayVol_parsopercularis	Parsopercularis (left)	cortical volume	16961	3.0210925474792e-76	1.4448703487944e-75	0.141213629570866		-0.141213629570866	3.0210925474792e-76	1.4448703487944e-75		-0.0875808945128007	3.11918773375839e-30	9.53085140870619e-30		-0.123170631051156	2.59939140432224e-58	1.00327387535244e-57
LH_GrayVol_fusiform	Fusiform (left)	cortical volume	16961	5.48472499501223e-73	2.46252958959733e-72	0.13811545308638		-0.13811545308638	5.48472499501223e-73	2.46252958959733e-72		-0.100782407955473	1.57313192223572e-39	7.36359623174167e-39		-0.127705267989257	1.39349100428021e-62	6.2564902232989e-62
RH_SurfArea_parsorbitalis	Parsorbitalis (right)	cortical surface area	16961	2.99872588955708e-72	1.31943939140512e-71	0.137404053062718		-0.137404053062718	2.99872588955708e-72	1.31943939140512e-71		-0.0991154450715421	2.77375257805096e-38	1.22045113434242e-37		-0.127410571577532	2.66969095804946e-62	1.17466402154176e-61
LH_SurfArea_middletemporal	Middletemporal (left)	cortical surface area	16961	3.75770340443802e-72	1.62097009603209e-71	0.137309284860872		-0.137309284860872	3.75770340443802e-72	1.62097009603209e-71		-0.0926933773953053	1.11909610976783e-33	3.90795466903052e-33		-0.121488305477893	9.10156257367452e-57	3.39380299357355e-56
LH_GrayVol_parsorbitalis	Parsorbitalis (left)	cortical volume	16961	4.10750205223527e-72	1.73778932979184e-71	0.137271880304628		-0.137271880304628	4.10750205223527e-72	1.73778932979184e-71		-0.084003886267232	6.14045825503424e-28	1.7544166442955e-27		-0.119319589847262	8.27579460352135e-55	2.8899600202773e-54
RH_GrayVol_lateralorbitofrontal	Lateralorbitofrontal (right)	cortical volume	16961	8.31998410625155e-72	3.45357830825536e-71	0.136974880849337		-0.136974880849337	8.31998410625155e-72	3.45357830825536e-71		-0.0697886394277818	9.20394917612474e-20	2.27513350421061e-19		-0.108900435593837	6.7143448352017e-46	1.91838423862906e-45
LH_GrayVol_inferiorparietal	Inferiorparietal (left)	cortical volume	16961	2.02267248108095e-70	8.24051751551498e-70	0.135623853138264		-0.135623853138264	2.02267248108095e-70	8.24051751551498e-70		-0.0907506358896995	2.40496385443899e-32	7.66800069531272e-32		-0.116635371084936	1.9598841587303e-52	6.34080169000979e-52
LH_ThickAvg_precentral	Precentral (left)	cortical thickness	16961	2.64626760499624e-70	1.49276634127993e-69	0.135509439257469		-0.12797949823799	7.5989803703939e-63	2.83351810421467e-62		-0.122480180096366	1.1253296851408e-57	1.03155221137907e-56		-0.135509439257469	2.64626760499624e-70	1.49276634127993e-69
RH_ThickAvg_rostralmiddlefrontal	Rostralmiddlefrontal (right)	cortical thickness	16961	3.92235705306143e-70	1.56894282122457e-69	0.135341705833004		-0.135341705833004	3.92235705306143e-70	1.56894282122457e-69		-0.102640764627881	6.06226967572642e-41	2.96377628591069e-40		-0.127991775975091	7.39522183168708e-63	3.38947667285658e-62
LH_ThickAvg_paracentral	Paracentral (left)	cortical thickness	16961	6.81829831519144e-66	3.48843169614446e-65	0.131109674958603		-0.127908694431624	8.88802280563815e-63	3.23797695721625e-62		-0.115528142697317	1.80146950430873e-51	1.32107763649307e-50		-0.131109674958603	6.81829831519144e-66	3.48843169614446e-65
LH_GrayVol_superiorparietal	Superiorparietal (left)	cortical volume	16961	1.88039940597587e-65	7.38728338061949e-65	0.130661849923805		-0.130661849923805	1.88039940597587e-65	7.38728338061949e-65		-0.0869508305403327	8.0367234402768e-30	2.4220262422752e-29		-0.115402913202811	2.31206263495896e-51	7.25609151646209e-51
LH_SurfArea_parsorbitalis	Parsorbitalis (left)	cortical surface area	16961	1.01775375816752e-64	3.92817239994481e-64	0.129912867671446		-0.129912867671446	1.01775375816752e-64	3.92817239994481e-64		-0.0995929171704813	1.22526171876486e-38	5.50117506384223e-38		-0.124648578549583	1.09723276353556e-59	4.47020755514487e-59
RH_GrayVol_parsopercularis	Parsopercularis (right)	cortical volume	16961	2.61887735142993e-64	9.93367271232042e-64	0.1294917267481		-0.1294917267481	2.61887735142993e-64	9.93367271232042e-64		-0.0786436604625687	1.11528003831588e-24	2.95616395698185e-24		-0.11177881531094	2.80841491616581e-48	8.34934164265511e-48
LH_GrayVol_postcentral	Postcentral (left)	cortical volume	16961	8.97802701773597e-63	3.23797695721625e-62	0.127904140221603		-0.127904140221603	8.97802701773597e-63	3.23797695721625e-62		-0.0545800106934375	1.14435774879882e-12	2.28871549759764e-12		-0.094025700409227	1.31476088210136e-34	3.07709993683297e-34
RH_GrayVol_medialorbitofrontal	Medialorbitofrontal (right)	cortical volume	16961	1.38426813542389e-62	4.9119191902138e-62	0.127708274371915		-0.127708274371915	1.38426813542389e-62	4.9119191902138e-62		-0.0478343881701912	4.60891761049335e-10	8.1116949944683e-10		-0.0916043176540546	6.29768283934237e-33	1.39948507540942e-32
RH_ThickAvg_paracentral	Paracentral (right)	cortical thickness	16961	2.84928826428646e-62	1.2291047414569e-61	0.127381021954205		-0.124672473896337	1.04216594540814e-59	3.4738864846938e-59		-0.112625672427564	5.45335156688442e-49	3.63556771125628e-48		-0.127381021954205	2.84928826428646e-62	1.2291047414569e-61
RH_ThickAvg_parstriangularis	Parstriangularis (right)	cortical thickness	16961	6.64789242706393e-62	2.32148624437153e-61	0.126995849803971		-0.126995849803971	6.64789242706393e-62	2.32148624437153e-61		-0.0952212613577246	1.87472688246568e-35	7.11103300245603e-35		-0.119732209296977	3.5312169184369e-55	1.27355364271495e-54
RH_GrayVol_supramarginal	Supramarginal (right)	cortical volume	16961	1.7625742060943e-61	6.05884883344916e-61	0.126551074764906		-0.126551074764906	1.7625742060943e-61	6.05884883344916e-61		-0.0625359543518277	3.62393677085197e-16	8.3048550998691e-16		-0.0979449597276044	2.02141548824506e-37	4.88693854301003e-37
RH_GrayVol_lateraloccipital	Lateraloccipital (right)	cortical volume	16961	5.26412842857619e-60	1.78170500659502e-59	0.124988981636297		-0.124988981636297	5.26412842857619e-60	1.78170500659502e-59		-0.0921115292042226	2.8238527157666e-33	9.70699371044769e-33		-0.116257993949447	4.18443575469357e-52	1.33416792178636e-51
LH_GrayVol_paracentral	Paracentral (left)	cortical volume	16961	2.84610801295871e-59	9.34542929628233e-59	0.124205389106698		-0.124205389106698	2.84610801295871e-59	9.34542929628233e-59		-0.0693335509465369	1.58844000958478e-19	3.8828533567628e-19		-0.101800247906455	2.66357076852984e-40	7.06006709730801e-40
LH_ThickAvg_caudalmiddlefrontal	Caudalmiddlefrontal (left)	cortical thickness	16961	6.71987296563928e-59	2.17407654770683e-58	0.123804535320314		-0.123804535320314	6.71987296563928e-59	2.17407654770683e-58		-0.0980678381795436	1.6428032848663e-37	6.81918344661483e-37		-0.119406554848236	6.9176710064514e-55	2.45465745390211e-54
RH_ThickAvg_caudalmiddlefrontal	Caudalmiddlefrontal (right)	cortical thickness	16961	9.96330067779567e-59	3.17670456393485e-58	0.123620329805449		-0.123620329805449	9.96330067779567e-59	3.17670456393485e-58		-0.101759203967499	2.86231890174296e-40	1.36893512692055e-39		-0.12161553452529	6.96768574033557e-57	2.64291528081694e-56
LH_ThickAvg_parsopercularis	Parsopercularis (left)	cortical thickness	16961	2.44677511899294e-58	7.6898646596921e-58	0.123199055033227		-0.123199055033227	2.44677511899294e-58	7.6898646596921e-58		-0.0979597382194439	1.97164607536141e-37	7.88658430144564e-37		-0.118745402348876	2.69377347595192e-54	9.25984632358473e-54
RH_ThickAvg_postcentral	Postcentral (right)	cortical thickness	16961	2.39425822606263e-58	9.40601445953176e-58	0.123209246143372		-0.122917787144349	4.44989475812375e-58	1.37884062927778e-57		-0.104975641542194	9.30852424065964e-43	5.1196883323628e-42		-0.123209246143372	2.39425822606263e-58	9.40601445953176e-58
RH_GrayVol_postcentral	Postcentral (right)	cortical volume	16961	2.3401394153606e-57	7.15042599137961e-57	0.122133721539153		-0.122133721539153	2.3401394153606e-57	7.15042599137961e-57		-0.056080134333092	2.71755964447791e-13	5.58750581107608e-13		-0.0918917041364145	3.99989652333742e-33	8.97935954218604e-33
RH_ThickAvg_parsopercularis	Parsopercularis (right)	cortical thickness	16961	6.54125060140237e-57	1.97133579768291e-56	0.121645590376204		-0.121645590376204	6.54125060140237e-57	1.97133579768291e-56		-0.0928792197167109	8.31651192747537e-34	2.95102036136223e-33		-0.115396509125458	2.34173862576731e-51	7.25609151646209e-51
RH_GrayVol_paracentral	Paracentral (right)	cortical volume	16961	4.21676608249765e-56	1.25363315966146e-55	0.12075550810461		-0.12075550810461	4.21676608249765e-56	1.25363315966146e-55		-0.0797744496198159	2.38579996560355e-25	6.40092673698513e-25		-0.106582295312009	4.97557436332556e-44	1.38560298725522e-43
RH_ThickAvg_fusiform	Fusiform (right)	cortical thickness	16961	2.83125358625908e-55	8.3050105196933e-55	0.119839002948332		-0.119839002948332	2.83125358625908e-55	8.3050105196933e-55		-0.0584144599581479	2.6907203613163e-14	5.74716970378239e-14		-0.0943185796014818	8.17741895351096e-35	1.93444319330367e-34
LH_ThickAvg_parstriangularis	Parstriangularis (left)	cortical thickness	16961	6.44270876964891e-55	1.86499464384574e-54	0.11944104532146		-0.11944104532146	6.44270876964891e-55	1.86499464384574e-54		-0.0768282966048535	1.26683268456672e-23	3.27886106593739e-23		-0.105268831541796	5.47283069932623e-43	1.46832043152655e-42
LH_SurfArea_fusiform	Fusiform (left)	cortical surface area	16961	2.93151741180893e-54	9.92205893227638e-54	0.118704145016105		-0.109445835926722	2.40518911090189e-46	5.8793511599824e-46		-0.110948009914288	1.38504246918718e-47	8.46414842281054e-47		-0.118704145016105	2.93151741180893e-54	9.92205893227638e-54
LH_SurfArea_inferiortemporal	Inferiortemporal (left)	cortical surface area	16961	4.19794066439925e-54	1.19941161839979e-53	0.118528823131618		-0.118528823131618	4.19794066439925e-54	1.19941161839979e-53		-0.0999084718013876	7.1248710901549e-39	3.265565916321e-38		-0.116962730509294	1.01298349706864e-52	3.32621446798658e-52
LH_SurfArea_parahippocampal	Parahippocampal (left)	cortical surface area	16961	2.53093072559366e-53	8.43643575197887e-53	0.11764762039006		-0.102835799945206	4.29248216442572e-41	9.53884925427938e-41		-0.113882390102161	4.68061787978009e-50	3.21792479234881e-49		-0.11764762039006	2.53093072559366e-53	8.43643575197887e-53
RH_SurfArea_lateralorbitofrontal	Lateralorbitofrontal (right)	cortical surface area	16961	3.11302177632211e-52	8.78031783065211e-52	0.116405303515923		-0.116405303515923	3.11302177632211e-52	8.78031783065211e-52		-0.086001742218783	3.30093470985527e-29	9.68274181557546e-29		-0.108394018611382	1.73367306334945e-45	4.88984710175486e-45
RH_SurfArea_middletemporal	Middletemporal (right)	cortical surface area	16961	5.3339456837367e-52	1.48540259547098e-51	0.116136967532442		-0.116136967532442	5.3339456837367e-52	1.48540259547098e-51		-0.07350357363911	9.37723553888812e-22	2.34430888472203e-21		-0.0994519148169105	1.56025396349423e-38	3.94546979274403e-38
LH_SurfArea_transversetemporal	Transversetemporal (left)	cortical surface area	16961	4.19798772159992e-51	1.15444662343998e-50	0.115103016875794		-0.115103016875794	4.19798772159992e-51	1.15444662343998e-50		-0.0676602392360964	1.14612975095444e-18	2.77086313417557e-18		-0.0998316912108282	8.13085455616894e-39	2.07998604925252e-38
RH_GrayVol_bankssts	Bankssts (right)	cortical volume	16961	6.36469068464973e-51	1.72868142052215e-50	0.114893303875722		-0.114893303875722	6.36469068464973e-51	1.72868142052215e-50		-0.0593243932882828	1.06555996739437e-14	2.34423192826761e-14		-0.0895645112064983	1.51559647080398e-31	3.33431223576876e-31
RH_SurfArea_fusiform	Fusiform (right)	cortical surface area	16961	6.2979580158896e-51	1.92437606041071e-50	0.114898620129647		-0.104891853406976	1.08313352696147e-42	2.50830922033183e-42		-0.106507826417532	5.70472761748302e-44	3.3920002049899e-43		-0.114898620129647	6.2979580158896e-51	1.92437606041071e-50
