varName	description	ntotal	top_rhoAbs	top_pvalue	top_fdr	NA	gap_gm_beta	gap_gm_se	gap_gm_rho	gap_gm_pvalue	gap_gm_fdr	NA.1	gap_wm_beta	gap_wm_se	gap_wm_rho	gap_wm_pvalue	gap_wm_fdr	NA.2	gap_gwm_beta	gap_gwm_se	gap_gwm_rho	gap_gwm_pvalue	gap_gwm_fdr	NA.3	n	varType	resType	custom_category	Path
51	Seated height	32490	0.063176870482163	3.72460292260761e-30	2.0788847995416e-27		-0.014075319451746	0.00123238881042227	-0.063176870482163	3.72460292260761e-30	2.0788847995416e-27		-0.0111012598905898	0.00124431772130636	-0.0494078327895373	4.81826759372498e-19	3.41518807043227e-16		-0.0143177784170367	0.0012964308382856	-0.0611024061142566	2.62018925796623e-28	1.54765845503872e-25		32490	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures
12144	Height	32633	0.0630276286166233	3.81285304656331e-30	2.0788847995416e-27		-0.0123634075958366	0.00108269772745469	-0.0630276286166233	3.81285304656331e-30	2.0788847995416e-27		-0.00953227437723806	0.00109292876358064	-0.0481996939138344	2.85797154218651e-18	1.3504868194012e-15		-0.0124209919580409	0.00113869547975408	-0.0602229311075739	1.17194493487645e-27	5.93338978457448e-25		32633	INTEGER	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures
4080	Systolic blood pressure, automated reading	30771	0.0635789031823903	5.40231433528758e-29	2.73511457203703e-26		0.0171429982978873	0.00153253415654277	0.0635789031823903	5.40231433528758e-29	2.73511457203703e-26		0.0122521325204181	0.00154678838142227	0.0450894004663329	2.42866964078474e-15	6.6209270822624e-13		0.0168389601081848	0.00161205076009014	0.0593938525275483	1.68468532284967e-25	6.28476293071498e-23		30771	INTEGER	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure
137	Number of treatments/medications taken	32633	0.0608795436304776	3.13806871523747e-28	1.3901644408502e-25		0.0333387479874476	0.00283645715371138	0.0608795436304776	3.13806871523747e-28	1.3901644408502e-25		0.0196345846931884	0.002915008429308	0.0355238870607505	1.35287328457969e-10	2.33746007744801e-08		0.029564907464471	0.00304105385125338	0.0513260265358799	1.63544178324209e-20	3.86400378653998e-18		32633	INTEGER	ORDERED-LOGISTIC	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
6177#100	Medication for cholesterol, blood pressure or diabetes	15417	0.0883284873889002	3.43348982402982e-28	1.43156328663079e-25		-0.0606754748226825	0.00551150434768616	-0.0883284873889002	3.43348982402982e-28	1.43156328663079e-25		-0.0291191393239289	0.00543682561801547	-0.0431013052435899	8.49372397090479e-08	8.13561020348286e-06		-0.0486853159339858	0.00571802737560083	-0.06842149923608	1.66628063222553e-17	3.10805187400383e-15		3769/11648(15417)	CAT-MUL	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication
1458	Cereal intake	31314	0.0618090067539058	6.07095269324985e-28	3.31007020690423e-25		-0.0327320626709746	0.00285178025707305	-0.0604662309926702	8.26867559197215e-27	2.93041862979493e-24		-0.0284105304272735	0.00293262779520449	-0.0519311936382168	3.52188857150653e-20	3.12039327435479e-17		-0.0352322979539686	0.00306033555581915	-0.0618090067539058	6.07095269324985e-28	3.31007020690423e-25		31314	INTEGER	ORDERED-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet
20408	Frequency of memory loss due to drinking alcohol in last year	13608	0.0919242599669763	4.87077183571939e-27	1.91800170953217e-24		0.0786588305800873	0.00730481806971482	0.0919242599669763	4.87077183571939e-27	1.91800170953217e-24		0.0520060226691128	0.00739829060416678	0.0601547365070423	2.07327390503755e-12	4.59230169965817e-10		0.0742846918439733	0.00770741418309734	0.0823470218944065	5.52097288727245e-22	1.56530623299948e-19		13608	CAT-SIN	ORDERED-LOGISTIC	Mental health	Online follow-up > Mental health > Alcohol use
50	Standing height	32616	0.0594263556372892	5.86150199546189e-27	2.18664874441231e-24		-0.0116529774269508	0.00108296738898243	-0.0594263556372892	5.86150199546189e-27	2.18664874441231e-24		-0.00934281194657768	0.00109308199786333	-0.0472505899448184	1.31133494127892e-17	5.16374559099166e-15		-0.0119160241165834	0.00113893154550681	-0.0577901864150295	1.40470817189126e-25	5.53142862353625e-23		32616	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures
20159	Number of symbol digit matches made correctly	17042	0.0815482650591996	1.25366821794034e-26	5.92400021917409e-24		-0.0206022276075867	0.00200151608084609	-0.0784926700966982	8.86048727156356e-25	2.41550514541702e-22		-0.0187975830940242	0.00201456498972104	-0.0712119037037903	1.16919076462013e-20	1.18388916280393e-17		-0.0224741023385887	0.00210078157804002	-0.0815482650591996	1.25366821794034e-26	5.92400021917409e-24		17042	INTEGER	LINEAR	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution
20195	Number of symbol digit matches attempted	17042	0.0813043619693379	1.77178513162503e-26	7.84900813309888e-24		-0.0206025424908472	0.00197839352772391	-0.0794026373549742	2.53617454696605e-25	7.19056207555814e-23		-0.0183105808111782	0.00199158408937449	-0.0701751616321128	4.18782180172612e-20	3.29814232562608e-17		-0.0221494201815146	0.00207670518637238	-0.0813043619693379	1.77178513162503e-26	7.84900813309888e-24		17042	INTEGER	LINEAR	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution
1249	Past tobacco smoking	31348	0.0598532285387709	2.51285679406072e-26	1.04771346801779e-23		-0.031725446988171	0.00282324673429784	-0.0590007023235183	1.26155458159024e-25	3.88778211926592e-23		-0.0266257204163988	0.00289825051347412	-0.0491813869570992	2.83116504000065e-18	1.3504868194012e-15		-0.0338418738911475	0.00302773780802038	-0.0598532285387709	2.51285679406072e-26	1.04771346801779e-23		31348	CAT-SIN	ORDERED-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking
1239	Current tobacco smoking	32627	0.0580651305681526	8.13373878809071e-26	2.72287945970999e-23		0.0715092172950852	0.00599487331884153	0.0580651305681526	8.13373878809071e-26	2.72287945970999e-23		0.0479366519436749	0.00634366505432382	0.0383418623758529	4.19196886543232e-12	8.48933580519551e-10		0.0680759243762475	0.00652436727212037	0.0524288172539948	2.47216077217817e-21	6.73949059738418e-19		32627	CAT-SIN	ORDERED-LOGISTIC	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking
20405-0	Ever had known person concerned about, or recommend reduction of, alcohol consumption	22752	0.0694598223368225	8.45137529819692e-26	2.72287945970999e-23		-999	-999	-0.0694598223368225	8.45137529819692e-26	2.72287945970999e-23		-999	-999	-0.0498900157590571	4.90792419819599e-14	1.2424059541719e-11		-999	-999	-0.064859322793331	1.08814800714033e-22	3.67275860695746e-20		20809/22752	CAT-SIN	MULTINOMIAL-LOGISTIC	Mental health	Online follow-up > Mental health > Alcohol use
3063	Forced expiratory volume in 1-second (FEV1)	30428	0.0596617657311328	1.89852716492291e-25	5.60698356040566e-23		-0.0124479108893005	0.00119296933412379	-0.0596617657311328	1.89852716492291e-25	5.60698356040566e-23		-0.00712357538376326	0.00120479185996996	-0.0338690735555066	3.39643171710103e-09	5.01539750225252e-07		-0.0108911878800096	0.00125508637069958	-0.0496578926070762	4.22546983895092e-18	8.55718006242403e-16		30428	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry
2188	Long-standing illness, disability or infirmity	32123	0.0562236404540056	5.95994530377549e-24	1.56459601159854e-21		0.0385305292754349	0.00381784170246919	0.0562236404540056	5.95994530377549e-24	1.56459601159854e-21		0.0245801923743681	0.00383029205730769	0.0357844948486711	1.38506381564357e-10	2.33746007744801e-08		0.0352826815093658	0.00399802873050141	0.0491823765890889	1.091577077384e-18	2.34457524984782e-16		24540/7583(32123)	CAT-SIN	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health
20230	Duration to entering value	17072	0.0755187814670478	4.37820709141353e-23	1.55163659319695e-20		0.0192749368170754	0.00197497891359113	0.0743923676777896	1.90873182130586e-22	4.66520384462619e-20		0.0168885272500734	0.00198825118385754	0.0648120576347103	2.14461220643861e-17	7.60050565961843e-15		0.0205430470663834	0.00207325311837472	0.0755187814670478	4.37820709141353e-23	1.55163659319695e-20		17072	INTEGER	LINEAR	Cognitive function	Online follow-up > Cognitive function online > Symbol digit substitution
20150	Forced expiratory volume in 1-second (FEV1), Best measure	26103	0.060393071513706	1.44401720245974e-22	3.65542640394094e-20		-0.0123502496232791	0.00126236487634584	-0.060393071513706	1.44401720245974e-22	3.65542640394094e-20		-0.0071804344122364	0.0012781024585486	-0.0347439272180113	1.9480591350436e-08	2.41020097231459e-06		-0.0108626375527598	0.00132884294175226	-0.0505029486640315	3.0945860267186e-16	4.98509676304124e-14		26103	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry
135	Number of self-reported non-cancer illnesses	32618	0.0537737659049883	2.34610854299935e-22	5.54307245092646e-20		0.0280549820934474	0.00265983270499324	0.0537737659049883	2.34610854299935e-22	5.54307245092646e-20		0.016810618187867	0.00272327500272915	0.0320133612025865	7.27084052136946e-09	1.03071435230933e-06		0.0247430635283314	0.00285939480709487	0.0451421945691883	3.32386389961366e-16	5.23545496010258e-14		32618	INTEGER	ORDERED-LOGISTIC	Medical history and conditions	UK Biobank Assessment Centre > Verbal interview > Medical conditions
20003#1140883066	Treatment/medication code: insulin product	32633	0.0536326050965823	2.95106870494681e-22	9.50780680939227e-20		0.211335842542162	0.0238666661686099	0.0489747311351873	8.18654942404919e-19	1.23460132590767e-16		0.208124175925683	0.0237689813660443	0.0484283222332526	1.9805145571447e-18	1.07983747546474e-15		0.238445622783405	0.0245823948494478	0.0536326050965823	2.95106870494681e-22	9.50780680939227e-20		32492/141(32633)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
22334	PP interval	18053	0.0719857215818132	3.11325659399967e-22	9.5942446688129e-20		-0.0202668104697554	0.00212657986247381	-0.0706713739679365	1.75219380073425e-21	3.88110926862636e-19		-0.0181635708581952	0.00215781048805936	-0.0624720269365377	4.10731263907095e-17	1.32330145389704e-14		-0.0217870755705577	0.00224404152113828	-0.0719857215818132	3.11325659399967e-22	9.5942446688129e-20		18053	INTEGER	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > ECG at rest, 12-lead
22333	RR interval	18053	0.0717226694013845	4.41061620560212e-22	1.30260198605449e-19		-0.0199312738932777	0.00212467543340006	-0.0695717406385868	7.25695248139661e-21	1.42881331078164e-18		-0.0183338383442294	0.00215562201354724	-0.0631178048563394	1.94431775584053e-17	7.25332855441983e-15		-0.0216861263522245	0.00224190008444461	-0.0717226694013845	4.41061620560212e-22	1.30260198605449e-19		18053	INTEGER	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > ECG at rest, 12-lead
6373	Number of puzzles correctly solved	21242	0.0652535728872534	1.56777195081959e-21	3.58463470561589e-19		-0.0333584378984056	0.00325132351176666	-0.0652535728872534	1.56777195081959e-21	3.58463470561589e-19		-0.0229721002909974	0.00331789565570449	-0.0447369028586106	6.73387646960898e-11	1.25604516885759e-08		-0.0312482450092333	0.00348132757538778	-0.0584886104182875	1.35719026133893e-17	2.5999363709109e-15		21242	INTEGER	ORDERED-LOGISTIC	Cognitive function	UK Biobank Assessment Centre > Cognitive function > Matrix pattern completion
6153#100	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones	16958	0.0723723391941759	3.42878992857636e-21	7.36462515568159e-19		-0.051098039105125	0.00540824664606143	-0.0723723391941759	3.42878992857636e-21	7.36462515568159e-19		-0.035677029720994	0.00543674774386153	-0.0503343510277463	5.2871690910818e-11	1.01285012209697e-08		-0.0485794152681956	0.00565838605350055	-0.0657935952802997	9.01044245531806e-18	1.77405600342484e-15		4053/12905(16958)	CAT-MUL	LOGISTIC-BINARY	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication
20151	Forced vital capacity (FVC), Best measure	26103	0.0580444592292298	5.81016002553424e-21	1.21124747826431e-18		-0.0115637047808191	0.00123005226647691	-0.0580444592292298	5.81016002553424e-21	1.21124747826431e-18		-0.00679990331832606	0.00124525410959028	-0.0337722762580568	4.78023642253146e-08	4.89939513802098e-06		-0.0102035258953325	0.00129476409041726	-0.0486937684554281	3.37453137292624e-15	4.88136293291861e-13		26103	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry
3062	Forced vital capacity (FVC)	30428	0.0537176174323662	6.37945650302962e-21	1.2919310769564e-18		-0.0109778591037338	0.001169096451344	-0.0537176174323662	6.37945650302962e-21	1.2919310769564e-18		-0.00596083028278056	0.00118046534881432	-0.0289315683017044	4.44916550227281e-07	3.54333540225951e-05		-0.00935698872617587	0.0012299046638649	-0.0435549156562768	2.85958318483587e-14	3.7534677063179e-12		30428	CONTINUOUS	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Spirometry
20155	Interval between previous point and current one in alphanumeric path (trail #2)	15923	0.0740246213839752	7.53277394801018e-21	1.44303518225665e-18		0.0200491049118346	0.00213780421853107	0.0740246213839752	7.53277394801018e-21	1.44303518225665e-18		0.0170721171611736	0.00215285641134852	0.0626657980869725	2.32511850881809e-15	6.59217599620105e-13		0.0210694116456798	0.00224826197701218	0.0739702810161859	8.04227340220892e-21	2.11124569906877e-18		15923	INTEGER	LINEAR	Cognitive function	Online follow-up > Cognitive function online > Trail making
20162	Pack years adult smoking as proportion of life span exposed to smoking	8023	0.103810792805168	8.94863942420661e-21	1.6691567431257e-18		0.0293713049857674	0.0031338691533697	0.103810792805168	8.94863942420661e-21	1.6691567431257e-18		0.0205733894880859	0.0031526438090104	0.072584832359746	7.13019165197441e-11	1.29586662638961e-08		0.027974900368213	0.0032841685253431	0.0944831177220734	1.89694975225965e-17	3.44758457538882e-15		8023	CONTINUOUS	LINEAR	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking
22506-114	Tobacco smoking	18447	0.0684349125058019	1.20640031924987e-20	2.19255524688284e-18		-999	-999	-0.0684349125058019	1.20640031924987e-20	2.19255524688284e-18		-999	-999	-0.0514794561565493	2.54451086185597e-12	5.36222743711237e-10		-999	-999	-0.0659064397889186	2.95404065782405e-19	6.54320005708027e-17		11567/18447	CAT-SIN	MULTINOMIAL-LOGISTIC	Work environment	Online follow-up > Work environment > Medical information
20414	Frequency of drinking alcohol	22771	0.0618202441804694	9.08700241800738e-21	2.30030975495844e-18		0.0300155594664707	0.00318735181703375	0.0571551402788066	5.6961270218593e-18	8.07482966618774e-16		0.02887850053836	0.00327253149753942	0.0546178266121378	1.53406914043555e-16	4.53061752808632e-14		0.0341487625067913	0.00343284536320231	0.0618202441804694	9.08700241800738e-21	2.30030975495844e-18		22771	CAT-SIN	ORDERED-LOGISTIC	Mental health	Online follow-up > Mental health > Alcohol use
20157	Duration to complete alphanumeric path (trail #2)	15165	0.0753719643274153	1.30705732562821e-20	2.31610558101319e-18		0.0204076301322734	0.00218957433525412	0.0753719643274153	1.30705732562821e-20	2.31610558101319e-18		0.0172113113424271	0.00220790779383108	0.0631199258203744	6.8078431019487e-15	1.78718488543009e-12		0.0214551147200281	0.0023031963258518	0.0753318822184751	1.3697419243537e-20	3.34783819304104e-18		15165	CONTINUOUS	LINEAR	Cognitive function	Online follow-up > Cognitive function online > Trail making
21056	Degree bothered by shortness of breath in the last 3 months	25618	0.0576837845354356	2.29401799747204e-20	3.96585355270288e-18		0.0374122134972311	0.00362045372473294	0.0576837845354356	2.29401799747204e-20	3.96585355270288e-18		0.0212897272658411	0.00375206112563918	0.0325491767629528	1.86556573169967e-07	1.5952369481915e-05		0.0326780189099183	0.00391586699360564	0.04793586569284	1.57894807671001e-14	2.11161961655105e-12		25618	CAT-SIN	ORDERED-LOGISTIC	Digestive health	Online follow-up > Digestive health
709	Number in household	32558	0.0510127839182485	3.07300152735295e-20	5.18605591092326e-18		-0.0273077798823537	0.002714873504186	-0.0510127839182485	3.07300152735295e-20	5.18605591092326e-18		-0.016862254906176	0.00278510160290603	-0.0313247757555742	1.5603471160379e-08	2.01086188335939e-06		-0.0251098509777963	0.00291993997981145	-0.0447087164512014	6.74799972279933e-16	1.01765578798301e-13		32558	INTEGER	ORDERED-LOGISTIC	Sociodemographics	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household
20003#1140874744	Treatment/medication code: gliclazide	32633	0.0507956998911906	4.01619087275944e-20	6.62017695491137e-18		0.235272886250518	0.0256142591703412	0.0507956998911906	4.01619087275944e-20	6.62017695491137e-18		0.160007588472104	0.0248095274407435	0.0356844753951183	1.11724376381437e-10	1.97975594947906e-08		0.221152694036922	0.0260958548633758	0.0468734419217399	2.3194938316448e-17	4.11014306967459e-15		32508/125(32633)	CAT-MUL	LOGISTIC-BINARY	Medications	UK Biobank Assessment Centre > Verbal interview > Medications
2734	Number of live births	17071	0.0699478313632618	5.14140315029721e-20	8.28233307484241e-18		-0.0383006979588087	0.0038344412928511	-0.0699478313632618	5.14140315029721e-20	8.28233307484241e-18		-0.0261111435127799	0.00395621526628406	-0.0472744017093117	6.28001729115675e-10	9.8917250132709e-08		-0.0365254787967058	0.00412290915905882	-0.0634698409487595	9.65240995728925e-17	1.62895908993491e-14		17071	INTEGER	ORDERED-LOGISTIC	Maternity and sex-specific factors	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors
20161	Pack years of smoking	8023	0.100376442069342	1.63477699676572e-19	2.57495541179454e-17		0.0282018995678021	0.00311371254616696	0.100376442069342	1.63477699676572e-19	2.57495541179454e-17		0.0196651323997175	0.00313185833693117	0.0698613535009249	3.56188028739006e-10	5.73786533568653e-08		0.0267974923721958	0.00326290713828877	0.0911392022357718	2.47399038666339e-16	4.07805671178375e-14		8023	CONTINUOUS	LINEAR	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking
20546#4	Substances taken for depression: Drugs or alcohol (more than once)	22687	0.0591928845615485	4.22097972091457e-19	6.50397918735706e-17		0.0668922220764344	0.0074903443661452	0.0591928845615485	4.22097972091457e-19	6.50397918735706e-17		0.0426461447298272	0.00763365542043392	0.0370681344857531	2.31196409515625e-08	2.64309701717218e-06		0.0620231131068505	0.00790289882303644	0.0520396584859131	4.20677192643275e-15	5.95094521741314e-13		21073/1614(22687)	CAT-MUL	LOGISTIC-BINARY	Mental health	Online follow-up > Mental health > Depression
20160	Ever smoked	32575	0.048318730113215	2.5297110820511e-18	4.63265307648074e-16		0.0284398006439144	0.00326664339162461	0.0481841477040085	3.13723684637522e-18	4.63265307648074e-16		0.0233476746002646	0.00329399579968045	0.0392437275943978	1.35901992326134e-12	3.10733329550851e-10		0.030014617412752	0.00343790533795321	0.048318730113215	2.5297110820511e-18	5.27370357340535e-16		14130/18445(32575)	CAT-SIN	LOGISTIC-BINARY	Lifestyle and environment	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking
2178	Overall health rating	32588	0.0478242225114294	5.47926620811581e-18	7.92592630267854e-16		0.0276662421466952	0.00293406632001522	0.0478242225114294	5.47926620811581e-18	7.92592630267854e-16		0.0148231230767428	0.00300076964351726	0.0254509646375307	4.31106133892345e-06	0.000293815411252783		0.0237126315931618	0.00315715696224254	0.0390141982850967	1.81442227914172e-12	2.21734915768216e-10		32588	CAT-SIN	ORDERED-LOGISTIC	Medical history and conditions	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health
6160#2	Leisure/social activities: Pub or social club	32596	0.0467963411891698	2.72497567646228e-17	3.7871818813264e-15		0.0312839444571097	0.00369895111581865	0.0467963411891698	2.72497567646228e-17	3.7871818813264e-15		0.020171185787755	0.00372808463540697	0.0299568358185264	6.27514711988037e-08	6.17753372023779e-06		0.0290779376849508	0.0038870814966498	0.0414011724245707	7.38139466939163e-14	9.5126046212087e-12		24052/8544(32596)	CAT-MUL	LOGISTIC-BINARY	Mental health	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support
102	Pulse rate, automated reading	30771	0.047994914020585	3.49985097181547e-17	6.2887594627436e-15		0.0114725685818181	0.00163498309044092	0.0399561504281653	2.31024444963525e-12	2.25093956114278e-10		0.013897308496588	0.00164793770555973	0.047994914020585	3.49985097181547e-17	1.18128303277276e-14		0.0144867888706229	0.00171876129217869	0.0479692228464133	3.63768535514232e-17	6.2887594627436e-15		30771	INTEGER	LINEAR	Physical measures	UK Biobank Assessment Centre > Physical measures > Blood pressure
