id	structure	category	n	top_pval	top_fdr	top_rhoabs	NA	gap_gm_rho	gap_gm_pval	gap_gm_fdr	NA.1	gap_wm_rho	gap_wm_pval	gap_wm_fdr	NA.2	gap_gwm_rho	gap_gwm_pval	gap_gwm_fdr
RH_GrayVol_superiortemporal	Superiortemporal (right)	cortical volume	32278	8.76201049139207e-187	9.63821154053128e-186	0.161200251621834		-0.161200251621834	8.76201049139207e-187	9.63821154053128e-186		-0.0773909745765175	4.58079376698343e-44	1.24416620831649e-43		-0.125492010234789	2.07295055513396e-113	8.94213964959747e-113
LH_GrayVol_rostralmiddlefrontal	Rostralmiddlefrontal (left)	cortical volume	32278	4.46924739524743e-186	4.68206869978302e-185	0.160895214914579		-0.160895214914579	4.46924739524743e-186	4.68206869978302e-185		-0.126404502890726	4.75148191129253e-115	4.0204846941706e-114		-0.15503090704804	9.5739258452573e-173	9.5739258452573e-172
LH_ThickAvg_rostralmiddlefrontal	Rostralmiddlefrontal (left)	cortical thickness	32278	5.07556992693033e-186	6.20347435513707e-185	0.160871372661661		-0.16074904759712	9.74579615060784e-186	9.74579615060784e-185		-0.136588493347878	3.50477221100026e-134	3.6716661258098e-133		-0.160871372661661	5.07556992693033e-186	6.20347435513707e-185
RH_ThickAvg_precentral	Precentral (right)	cortical thickness	32278	1.37514465588733e-185	1.59227275944849e-184	0.160684450092165		-0.150585563881896	5.51209143827358e-163	3.9118068271619e-162		-0.146044528731941	2.54609275447955e-153	4.00100289989644e-152		-0.160684450092165	1.37514465588733e-185	1.59227275944849e-184
LH_ThickAvg_superiortemporal	Superiortemporal (left)	cortical thickness	32278	1.92774966229681e-178	1.84393445958825e-177	0.157564631028971		-0.157564631028971	1.92774966229681e-178	1.84393445958825e-177		-0.113696993803013	2.6075574327288e-93	1.5504395545955e-92		-0.145329235858547	7.94554124478232e-152	6.47414471797078e-151
RH_GrayVol_precentral	Precentral (right)	cortical volume	32278	3.53258817966016e-175	3.23820583135515e-174	0.15611842813236		-0.15611842813236	3.53258817966016e-175	3.23820583135515e-174		-0.0967473531306631	5.7880064750106e-68	2.49678710686732e-67		-0.135770906957167	1.37125678446484e-132	7.93885506795434e-132
Left.Putamen	Putamen (left)	subcortical volume	32278	7.05959716547484e-175	7.76555688202232e-174	0.155984454572459		-0.1430053675875	5.03558420815064e-147	2.63768696617414e-146		-0.138700550437384	2.42705278501847e-138	2.81027164581086e-137		-0.155984454572459	7.05959716547484e-175	7.76555688202232e-174
LH_ThickAvg_precuneus	Precuneus (left)	cortical thickness	32278	9.08658537275201e-175	7.99619512802177e-174	0.155935582126877		-0.155935582126877	9.08658537275201e-175	7.99619512802177e-174		-0.116399697837192	9.76940729640491e-98	6.32138119179141e-97		-0.14573997861037	1.10411325842673e-152	9.34249680207233e-152
LH_ThickAvg_precentral	Precentral (left)	cortical thickness	32278	7.40241683278802e-174	7.75491287244459e-173	0.155528819170083		-0.14600391576147	3.09684361707738e-153	1.94658741644864e-152		-0.141861728715575	1.08564341798316e-144	1.40495030562527e-143		-0.155528819170083	7.40241683278802e-174	7.75491287244459e-173
RH_GrayVol_parsorbitalis	Parsorbitalis (right)	cortical volume	32278	9.3405379533079e-172	7.90353211433745e-171	0.154586418889726		-0.154586418889726	9.3405379533079e-172	7.90353211433745e-171		-0.102734571985864	1.91989359318856e-76	9.38614645558852e-76		-0.138237108145303	2.0112392139747e-137	1.22909063076232e-136
RH_ThickAvg_superiorparietal	Superiorparietal (right)	cortical thickness	32278	1.62049343115703e-168	1.55003719501977e-167	0.153121550969056		-0.150116806796706	5.66553213290551e-162	3.77702142193701e-161		-0.131115611016175	1.03820386972287e-123	9.93064571039267e-123		-0.153121550969056	1.62049343115703e-168	1.55003719501977e-167
LH_ThickAvg_inferiorparietal	Inferiorparietal (left)	cortical thickness	32278	2.49270397276948e-168	2.03109212596032e-167	0.153036527279722		-0.153036527279722	2.49270397276948e-168	2.03109212596032e-167		-0.108402639677204	6.01912788068043e-85	3.07955379941789e-84		-0.139930505649704	8.55623129291917e-141	5.70415419527945e-140
LH_GrayVol_lateralorbitofrontal	Lateralorbitofrontal (left)	cortical volume	32278	3.18778101430338e-165	2.50468508266694e-164	0.151616830000499		-0.151616830000499	3.18778101430338e-165	2.50468508266694e-164		-0.0954497104336374	3.40642007764385e-66	1.41398569260688e-65		-0.132285433519808	6.53335436704198e-126	3.34264642034706e-125
LH_GrayVol_middletemporal	Middletemporal (left)	cortical volume	32278	1.87269559759466e-164	1.42066562576147e-163	0.151263286651276		-0.151263286651276	1.87269559759466e-164	1.42066562576147e-163		-0.0831903066978797	1.15284289983675e-50	3.57218926709979e-50		-0.123095351682562	3.67512479288187e-109	1.47004991715275e-108
RH_ThickAvg_precuneus	Precuneus (right)	cortical thickness	32278	3.31694420224273e-164	2.43242574831134e-163	0.15114895792195		-0.15114895792195	3.31694420224273e-164	2.43242574831134e-163		-0.121325764597371	4.44976612646515e-106	3.49624481365119e-105		-0.146548873986188	2.22692451224346e-154	1.95969357077424e-153
LH_GrayVol_precuneus	Precuneus (left)	cortical volume	32278	7.80046377852488e-163	5.36281884773585e-162	0.150515803032774		-0.150515803032774	7.80046377852488e-163	5.36281884773585e-162		-0.100336405992071	5.51554371996716e-73	2.5817438689208e-72		-0.132583602915518	1.78185213742928e-126	9.33351119605813e-126
Left.Pallidum	Pallidum (left)	subcortical volume	32278	2.75133960167963e-160	5.04412260307932e-159	0.149332243448728		-0.0718385349906091	3.40151308452519e-38	5.46228378536892e-38		-0.149332243448728	2.75133960167963e-160	5.04412260307932e-159		-0.12495626286893	1.87777035176261e-112	7.79451844127876e-112
RH_GrayVol_middletemporal	Middletemporal (right)	cortical volume	32278	2.65874399254219e-156	1.72036375988024e-155	0.147460833276603		-0.147460833276603	2.65874399254219e-156	1.72036375988024e-155		-0.0779321187101599	1.16248841303698e-44	3.23730950465994e-44		-0.118086755927023	1.48922033877099e-100	5.28433023434867e-100
RH_GrayVol_inferiorparietal	Inferiorparietal (right)	cortical volume	32278	3.31360148677012e-153	2.02497868635952e-152	0.145989882233564		-0.145989882233564	3.31360148677012e-153	2.02497868635952e-152		-0.0936368776914244	9.20932664033999e-64	3.683730656136e-63		-0.125799702042054	5.82141257645829e-114	2.61369544249148e-113
RH_GrayVol_fusiform	Fusiform (right)	cortical volume	32278	2.67035992316931e-152	1.58778157593851e-151	0.145556320533034		-0.145556320533034	2.67035992316931e-152	1.58778157593851e-151		-0.109876748841281	3.10298534988371e-87	1.66501652920589e-86		-0.137884557611679	9.99923008704387e-137	5.94548815986392e-136
RH_GrayVol_parstriangularis	Parstriangularis (right)	cortical volume	32278	2.45675252091121e-150	1.42233040684333e-149	0.144612196920647		-0.144612196920647	2.45675252091121e-150	1.42233040684333e-149		-0.0993354928376254	1.4469783642246e-71	6.63198416936275e-71		-0.131959992200372	2.68852723541815e-125	1.34426361770908e-124
RH_GrayVol_rostralmiddlefrontal	Rostralmiddlefrontal (right)	cortical volume	32278	1.35427708709803e-149	7.6395117733735e-149	0.144254112151137		-0.144254112151137	1.35427708709803e-149	7.6395117733735e-149		-0.118523401264259	2.73605632163192e-101	1.94171738954523e-100		-0.142054658819967	4.39916591702679e-145	3.22605500581965e-144
LH_ThickAvg_paracentral	Paracentral (left)	cortical thickness	32278	2.30088201042227e-149	1.80783586533178e-148	0.144142739224198		-0.131914483181539	3.27569395257339e-125	1.33454198067805e-124		-0.134631175579777	2.19049045674901e-130	2.19049045674901e-129		-0.144142739224198	2.30088201042227e-149	1.80783586533178e-148
RH_ThickAvg_rostralmiddlefrontal	Rostralmiddlefrontal (right)	cortical thickness	32278	3.63871333770529e-149	2.00129233573791e-148	0.144046357583771		-0.144046357583771	3.63871333770529e-149	2.00129233573791e-148		-0.119511288763776	5.78192002075575e-103	4.38628415367678e-102		-0.142331255197193	1.20214058344925e-145	9.11968718478741e-145
Right.Pallidum	Pallidum (right)	subcortical volume	32278	7.15419290462189e-149	1.04928162601121e-147	0.143904067872789		-0.0618227200815628	1.04528968296684e-28	1.44631276888494e-28		-0.143904067872789	7.15419290462189e-149	1.04928162601121e-147		-0.115964580494057	5.12464598262812e-97	1.76159705652842e-96
LH_ThickAvg_superiorparietal	Superiorparietal (left)	cortical thickness	32278	1.98212859287103e-147	1.0635811961747e-146	0.143202839026788		-0.143202839026788	1.98212859287103e-147	1.0635811961747e-146		-0.116578083466571	4.94282976743602e-98	3.29521984495735e-97		-0.141014430341882	5.65052297956449e-143	3.88473454845059e-142
LH_SurfArea_lateralorbitofrontal	Lateralorbitofrontal (left)	cortical surface area	32278	1.00329473139663e-146	5.13313583505253e-146	0.142859183525788		-0.142859183525788	1.00329473139663e-146	5.13313583505253e-146		-0.0906131083938913	8.23765939589757e-60	3.12462942603011e-59		-0.125330605990834	4.03053625813627e-113	1.70522687844227e-112
LH_GrayVol_fusiform	Fusiform (left)	cortical volume	32278	1.11707162933785e-146	5.58535814668925e-146	0.142836389516029		-0.142836389516029	1.11707162933785e-146	5.58535814668925e-146		-0.103321392566426	2.65713907549166e-77	1.32856953774583e-76		-0.13164923898613	1.03444300378759e-124	5.057276907406e-124
RH_GrayVol_precuneus	Precuneus (right)	cortical volume	32278	2.84998661752526e-140	1.39332679079013e-139	0.139669408767321		-0.139669408767321	2.84998661752526e-140	1.39332679079013e-139		-0.0886406278961831	2.64833663365703e-57	9.39732353878301e-57		-0.120385349243142	1.85414322876192e-104	7.03295707461418e-104
RH_GrayVol_lateralorbitofrontal	Lateralorbitofrontal (right)	cortical volume	32278	7.81922397666197e-140	3.73962885840355e-139	0.139450011235201		-0.139450011235201	7.81922397666197e-140	3.73962885840355e-139		-0.0845305682578982	2.94139278570191e-52	9.24437732649172e-52		-0.118908444229441	6.10862553507535e-102	2.27779257240098e-101
RH_ThickAvg_paracentral	Paracentral (right)	cortical thickness	32278	1.46789819721494e-139	9.49816480550843e-139	0.139312915632326		-0.128937455206811	1.15082367557595e-119	4.21968681044515e-119		-0.129500829657576	1.05086178266096e-120	9.63289967439213e-120		-0.139312915632326	1.46789819721494e-139	9.49816480550843e-139
Right.Putamen	Putamen (right)	subcortical volume	32278	1.75338072392743e-137	1.10212502646867e-136	0.138267226465158		-0.128833776940418	1.78563797620971e-119	6.4400058158383e-119		-0.121606898535661	1.45074726633656e-106	1.18209036516312e-105		-0.138267226465158	1.75338072392743e-137	1.10212502646867e-136
LH_GrayVol_parstriangularis	Parstriangularis (left)	cortical volume	32278	2.96828913790747e-137	1.38941193689286e-136	0.138151629130562		-0.138151629130562	2.96828913790747e-137	1.38941193689286e-136		-0.0915244640456876	5.47770379501544e-61	2.15195506232749e-60		-0.124783403908251	3.81538117029731e-112	1.55441455086187e-111
RH_GrayVol_superiorparietal	Superiorparietal (right)	cortical volume	32278	2.48869839664624e-133	1.14065343179619e-132	0.13615205174863		-0.13615205174863	2.48869839664624e-133	1.14065343179619e-132		-0.0989814924688818	4.55861930753627e-71	2.04672703603669e-70		-0.125589737678775	1.38533782576362e-113	6.09548643335993e-113
LH_GrayVol_parsorbitalis	Parsorbitalis (left)	cortical volume	32278	5.17237374447006e-133	2.32229025261921e-132	0.135988796396168		-0.135988796396168	5.17237374447006e-133	2.32229025261921e-132		-0.090126635142797	3.4619300648828e-59	1.26937435712369e-58		-0.121924021422581	4.08459657989114e-107	1.57651096065974e-106
RH_ThickAvg_parstriangularis	Parstriangularis (right)	cortical thickness	32278	1.22513855914698e-128	5.28491143161442e-128	0.133720056562034		-0.133720056562034	1.22513855914698e-128	5.28491143161442e-128		-0.111613473800608	5.70209194347095e-90	3.30121112516739e-89		-0.132619724579376	1.52203592803596e-126	8.16702205287588e-126
LH_ThickAvg_parsopercularis	Parsopercularis (left)	cortical thickness	32278	3.72175368533758e-127	2.04696452693567e-126	0.132942077477963		-0.132125512524103	1.30989112080437e-125	5.43728389767852e-125		-0.114878275144011	3.12363703223585e-95	1.96342899169111e-94		-0.132942077477963	3.72175368533758e-127	2.04696452693567e-126
RH_GrayVol_medialorbitofrontal	Medialorbitofrontal (right)	cortical volume	32278	6.08058964525161e-127	2.57255715760645e-126	0.132829814146278		-0.132829814146278	6.08058964525161e-127	2.57255715760645e-126		-0.0649739594408533	1.53730522469443e-31	3.38207149432775e-31		-0.104608849988861	3.33191297419372e-79	9.90568722057592e-79
LH_GrayVol_parsopercularis	Parsopercularis (left)	cortical volume	32278	9.85699483412679e-125	3.94279793365072e-124	0.131660383477291		-0.131660383477291	9.85699483412679e-125	3.94279793365072e-124		-0.0813368124973202	1.67077749399865e-48	4.9671763335095e-48		-0.114260658809683	3.17584713213702e-94	1.05861571071234e-93
RH_ThickAvg_caudalmiddlefrontal	Caudalmiddlefrontal (right)	cortical thickness	32278	1.77350150617355e-124	8.48196372517785e-124	0.13152469995779		-0.129055700477089	6.9698842364651e-120	2.5989398847836e-119		-0.114207471245907	3.87558765297161e-94	2.36841467681598e-93		-0.13152469995779	1.77350150617355e-124	8.48196372517785e-124
LH_GrayVol_lateraloccipital	Lateraloccipital (left)	cortical volume	32278	3.56540097024719e-124	1.4006932383114e-123	0.13136319563828		-0.13136319563828	3.56540097024719e-124	1.4006932383114e-123		-0.0895801323437743	1.72081469123163e-58	6.20621691919604e-58		-0.118571081195642	2.27303680711232e-101	8.19783766499525e-101
LH_ThickAvg_caudalmiddlefrontal	Caudalmiddlefrontal (left)	cortical thickness	32278	2.54306030959376e-121	9.8153204931689e-121	0.129833606341635		-0.129833606341635	2.54306030959376e-121	9.8153204931689e-121		-0.109980039167273	2.13942445975235e-87	1.17668345286379e-86		-0.12913840294259	4.90662177297007e-120	2.24886831261128e-119
RH_ThickAvg_parsopercularis	Parsopercularis (right)	cortical thickness	32278	2.04437930632813e-120	9.00194929598409e-120	0.129344440856711		-0.129309360928412	2.37324117803217e-120	9.00194929598409e-120		-0.110572436344329	2.51862166146971e-88	1.42076093723932e-87		-0.129344440856711	2.04437930632813e-120	9.56943505089763e-120
RH_SurfArea_parsorbitalis	Parsorbitalis (right)	cortical surface area	32278	1.90991140816163e-116	6.77710499670256e-116	0.127175940642306		-0.127175940642306	1.90991140816163e-116	6.77710499670256e-116		-0.0870379804336268	2.62482374561529e-55	9.02283162555256e-55		-0.115246300553408	7.79564054279261e-96	2.63852449140673e-95
RH_GrayVol_parsopercularis	Parsopercularis (right)	cortical volume	32278	2.02060661237124e-115	7.05608658288369e-115	0.126610210803782		-0.126610210803782	2.02060661237124e-115	7.05608658288369e-115		-0.0752310828055552	9.92177612758506e-42	2.5089548828376e-41		-0.10775073540382	6.04258957805891e-84	1.92662276401878e-83
LH_GrayVol_superiorparietal	Superiorparietal (left)	cortical volume	32278	3.02729978152506e-114	1.04063429989924e-113	0.125957816904496		-0.125957816904496	3.02729978152506e-114	1.04063429989924e-113		-0.0831369327176137	1.33256270321695e-50	4.07171937094068e-50		-0.110984115023047	5.65556202173856e-89	1.82974065409189e-88
LH_ThickAvg_parstriangularis	Parstriangularis (left)	cortical thickness	32278	1.85102297433636e-113	6.26500083621537e-113	0.125519475523311		-0.125519475523311	1.85102297433636e-113	6.26500083621537e-113		-0.0949482069191368	1.6210173658353e-65	6.60414482377344e-65		-0.11868545295697	1.45655925849157e-101	5.34071728113576e-101
LH_GrayVol_inferiorparietal	Inferiorparietal (left)	cortical volume	32278	1.06680379304452e-111	3.55601264348173e-111	0.124532265114741		-0.124532265114741	1.06680379304452e-111	3.55601264348173e-111		-0.077753727362528	1.82883861567908e-44	5.02930619311747e-44		-0.104546518360941	4.12397359848832e-79	1.20969892222324e-78
LH_GrayVol_postcentral	Postcentral (left)	cortical volume	32278	5.54424851872771e-111	1.82049951361208e-110	0.124128631994559		-0.124128631994559	5.54424851872771e-111	1.82049951361208e-110		-0.060450901286624	1.61669908070715e-27	3.2333981614143e-27		-0.0967167565464055	6.37582094250455e-68	1.59395523562614e-67
LH_ThickAvg_fusiform	Fusiform (left)	cortical thickness	32278	8.63018767379823e-109	2.79211954152296e-108	0.12288393667329		-0.12288393667329	8.63018767379823e-109	2.79211954152296e-108		-0.0751099148315104	1.33553944694401e-41	3.33884861736002e-41		-0.10540129565085	2.18906808568849e-80	6.597191491116e-80
RH_ThickAvg_postcentral	Postcentral (right)	cortical thickness	32278	2.98998832845116e-108	1.17463827189153e-107	0.122575538665167		-0.117146470270138	5.59869386634749e-99	1.71071201471729e-98		-0.108633310906383	2.65228098347947e-85	1.38929003896544e-84		-0.122575538665167	2.98998832845116e-108	1.17463827189153e-107
RH_ThickAvg_fusiform	Fusiform (right)	cortical thickness	32278	3.17125722130937e-102	1.01112549085226e-101	0.119076393479646		-0.119076393479646	3.17125722130937e-102	1.01112549085226e-101		-0.0752891345689734	8.60358226920119e-42	2.20091639444682e-41		-0.103674291969541	8.04493494644455e-78	2.2985528418413e-77
LH_GrayVol_supramarginal	Supramarginal (left)	cortical volume	32278	4.81297611881218e-101	1.51264963734097e-100	0.118378029726453		-0.118378029726453	4.81297611881218e-101	1.51264963734097e-100		-0.0666749374638558	3.97827761934091e-33	8.93082730872449e-33		-0.0971939781042858	1.40543505341371e-68	3.55397369828754e-68
LH_GrayVol_paracentral	Paracentral (left)	cortical volume	32278	5.24253453588237e-101	1.62444732097764e-100	0.118356009942495		-0.118356009942495	5.24253453588237e-101	1.62444732097764e-100		-0.0739958647150568	2.00715524929682e-40	4.85246324005825e-40		-0.101925225687024	2.88187827698503e-75	8.0254838093254e-75
LH_SurfArea_middletemporal	Middletemporal (left)	cortical surface area	32278	2.52772059465294e-98	7.61778809347461e-98	0.116753395871608		-0.116753395871608	2.52772059465294e-98	7.61778809347461e-98		-0.077938520863242	1.14371521719974e-44	3.22586343312747e-44		-0.102459052078214	4.83961268936987e-76	1.36501896366842e-75
LH_ThickAvg_postcentral	Postcentral (left)	cortical thickness	32278	8.01077587120816e-98	2.79741379629491e-97	0.116451690505338		-0.112989024153039	3.61538819255249e-92	1.0197248748225e-91		-0.102216511376901	1.08987104750191e-75	5.21242674892218e-75		-0.116451690505338	8.01077587120816e-98	2.79741379629491e-97
RH_GrayVol_lateraloccipital	Lateraloccipital (right)	cortical volume	32278	6.91322481857687e-97	2.0552830541715e-96	0.115885806997317		-0.115885806997317	6.91322481857687e-97	2.0552830541715e-96		-0.0848430170464513	1.24008933687533e-52	4.0120537369496e-52		-0.107608106121509	9.98989963556765e-84	3.09546185890829e-83
RH_GrayVol_paracentral	Paracentral (right)	cortical volume	32278	2.58747668008407e-95	7.58993159491327e-95	0.114928276427242		-0.114928276427242	2.58747668008407e-95	7.58993159491327e-95		-0.0735179037051397	6.34052152845549e-40	1.51621166984805e-39		-0.100232465726063	7.75538082774613e-73	2.10639973099278e-72
LH_SurfArea_inferiortemporal	Inferiortemporal (left)	cortical surface area	32278	7.35052226591538e-94	2.12778276118603e-93	0.11403632986515		-0.11403632986515	7.35052226591538e-94	2.12778276118603e-93		-0.08858102075457	3.14682198180824e-57	1.09889021586954e-56		-0.10771324719074	6.89666094856316e-84	2.16752201240556e-83
RH_GrayVol_supramarginal	Supramarginal (right)	cortical volume	32278	9.14227836589649e-93	2.61207953311328e-92	0.113359778525814		-0.113359778525814	9.14227836589649e-93	2.61207953311328e-92		-0.0606354376839934	1.12246549955358e-27	2.26552669634667e-27		-0.0911659475396591	1.59630547913062e-60	3.73603410009294e-60
LH_SurfArea_parsorbitalis	Parsorbitalis (left)	cortical surface area	32278	4.87941236944075e-92	1.35882369781894e-91	0.112908006841632		-0.112908006841632	4.87941236944075e-92	1.35882369781894e-91		-0.0795008614676137	2.06733273657171e-46	5.98438423744442e-46		-0.104049165329365	2.2508776079458e-78	6.51569833879047e-78
RH_GrayVol_bankssts	Bankssts (right)	cortical volume	32278	7.17300990108266e-90	1.97257772279773e-89	0.111550686398476		-0.111550686398476	7.17300990108266e-90	1.97257772279773e-89		-0.0548396120178117	6.28895741633139e-23	1.16266439629656e-22		-0.0856295879303968	1.38994056295053e-53	2.96880508591375e-53
LH_SurfArea_fusiform	Fusiform (left)	cortical surface area	32278	5.04016983415377e-89	1.65498113957288e-88	0.111015801450773		-0.110382446159201	5.00845479780208e-88	1.34373177502007e-87		-0.0966131507974102	8.84463917976691e-68	3.74196272990139e-67		-0.111015801450773	5.04016983415377e-89	1.65498113957288e-88
RH_GrayVol_inferiortemporal	Inferiortemporal (right)	cortical volume	32278	4.77365750334936e-88	1.29654895152699e-87	0.110395727438808		-0.110395727438808	4.77365750334936e-88	1.29654895152699e-87		-0.0848522590844354	1.20875017628268e-52	3.96903042958492e-52		-0.105619486329473	1.03061515440618e-80	3.14910186068555e-80
LH_GrayVol_inferiortemporal	Inferiortemporal (left)	cortical volume	32278	7.46523917688793e-86	1.97873809507873e-85	0.108989164551958		-0.108989164551958	7.46523917688793e-86	1.97873809507873e-85		-0.0646789316668953	2.86998019297834e-31	6.25144200450728e-31		-0.091074136427165	2.09785993764474e-60	4.8582019608615e-60
RH_SurfArea_middletemporal	Middletemporal (right)	cortical surface area	32278	1.07518214369546e-85	2.81595323348811e-85	0.10888688253914		-0.10888688253914	1.07518214369546e-85	2.81595323348811e-85		-0.0643536402986083	5.69359979591386e-31	1.22803132853044e-30		-0.0907955395100302	4.79852755507267e-60	1.09966256470415e-59
LH_GrayVol_medialorbitofrontal	Medialorbitofrontal (left)	cortical volume	32278	5.41467518448266e-85	1.4014453418661e-84	0.10843245564386		-0.10843245564386	5.41467518448266e-85	1.4014453418661e-84		-0.0528281326329996	2.17010251293085e-21	3.94564093260155e-21		-0.0854121728285428	2.55031301480952e-53	5.29310248356693e-53
